round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1		1,	1283476801.0	1283476801.0	0	-	-	188	188
1		1,	1283476801.0	1283476801.0	0	-	-	139	139
1	1,1,	3,	2527384809.0	2527384809.0	0	-	-	I182	I182
1	2,1,	2,	3732956608.0	3732956608.0	0	-	-	I184	I184
1	192,4,	5,	1874772.0	1874772.0	0	-	-	I181	I181
1		1,	1298335572.0	1298335572.0	0	-	-	146	146
1		1,	1298335572.0	1298335572.0	0	-	-	39	39
1	3,3,	7,	7145804675.0	7145804675.0	0	-	-	I164	I164
1	2,5,	6,	8198618687.0	8199796319.0	1	-	-	I170	I171
1	165,23,	13,	43294520.0	44472152.0	2	-	-	I163	I173
1	26,54,	6,	22836998640.0	22836998640.0	0	-	-	I30	I30
1	1,5,	80,	6714488448.0	6714488448.0	0	-	-	I35	I35
1	114,1,	86,	10974789710.0	10974789710.0	0	-	-	I29	I29
1	1,3,	6,	4962126519.0	4962126519.0	0	-	-	I142	I142
1	5,1,	4,	7214573521.0	7214691177.0	1	-	-	I147	I148
1	184,7,	10,	18057904.0	18175560.0	2	-	-	I141	132
1	1,1,	196,	2556082001.0	2556082001.0	0	-	-	I4	I4
1	3,193,	2,	1785756.0	1785756.0	0	-	-	I199	I199
1	2,1,	198,	3776309764.0	3776309764.0	0	-	-	I3	I3
1		1,	1283265536.0	1283265536.0	0	-	-	122	122
1		1,	1283279162.0	1283279162.0	0	-	-	126	126
1	1,2,	2,	3742783068.0	3742783068.0	0	-	-	I100	I100
1	1,1,	3,	2534186564.0	2534186564.0	0	-	-	I101	I101
1	194,2,	5,	1859452.0	1859452.0	0	-	-	I99	I99
1		2,	1297494248.0	1297494248.0	0	-	-	I149	I149
1	1,1,	1,	2556142028.0	2556142028.0	0	-	-	18	18
1	197,1,	3,	185921.0	185921.0	0	-	-	I148	I148
1		1,	1284588535.0	1284588535.0	0	-	-	155	155
1		1,	1284588535.0	1284588535.0	0	-	-	53	53
1	2,1,	3,	3734526549.0	3735704181.0	2	-	-	I171	I163
1	1,2,	3,	3734989931.0	3736167563.0	3	-	-	I173	I164
1	188,7,	6,	3693459.0	3693459.0	0	-	-	I170	I170
1	1,1,	2,	2528131835.0	2528131835.0	0	-	-	I51	I51
1	1,1,	2,	2528120269.0	2528120269.0	0	-	-	I52	I52
1	190,7,	4,	762784.0	762784.0	0	-	-	I50	I50
1		1,	1298097946.0	1298097946.0	0	-	-	62	62
1		1,	1298118890.0	1298118890.0	0	-	-	32	32
1		1,	1285898015.0	1285898015.0	0	-	-	49	49
1		1,	1285897621.0	1285897621.0	0	-	-	121	121
1	2,1,	2,	3738543377.0	3738543377.0	0	-	-	I84	I84
1	1,1,	3,	2531264160.0	2531264160.0	0	-	-	I85	I85
1	194,2,	5,	1789480.0	1789480.0	0	-	-	I83	I83
1		1,	1285321120.0	1285321120.0	0	-	-	50	50
1		1,	1285318792.0	1285318792.0	0	-	-	192	192
1	1,1,	5,	2531275286.0	2531275286.0	0	-	-	I83	I83
1	3,2,	2,	6039329915.0	6039329915.0	0	-	-	I87	I87
1	192,2,	7,	6324206.0	6324206.0	0	-	-	I82	I82
1	2,1,	1,	3777737036.0	3777737036.0	0	-	-	173	173
1		3,	1297621325.0	1297621325.0	0	-	-	I130	I130
1	196,1,	4,	710581.0	710581.0	0	-	-	I129	I129
1	1,4,	1,	6110765310.0	6110765310.0	0	-	-	133	133
1		5,	1299103354.0	1299103354.0	0	-	-	I123	I123
1	191,4,	6,	3129750.0	3129750.0	0	-	-	I122	I122
1		1,	1299032670.0	1299032670.0	0	-	-	47	47
1		1,	1299034431.0	1299034431.0	0	-	-	189	189
1	19,7,	54,	22152248236.0	22152248236.0	0	-	-	I36	I36
1	20,34,	26,	27304457994.0	27304457994.0	0	-	-	I89	I89
1	115,6,	80,	9694330030.0	9694330030.0	0	-	-	I35	I35
1	2,3,	4,	6031894975.0	6031894975.0	0	-	-	I178	I178
1	1,3,	5,	4900332097.0	4900332097.0	0	-	-	I181	I181
1	187,5,	9,	13983744.0	13983744.0	0	-	-	I177	I177
1	1,1,	2,	2559549274.0	2559549274.0	0	-	-	I125	I125
1	1,1,	2,	2559461372.0	2559461372.0	0	-	-	I126	I126
1	196,1,	4,	533870.0	533870.0	0	-	-	I124	I124
1	1,1,	2,	2557394203.0	2557394203.0	0	-	-	I14	I14
1	1,1,	2,	2557340213.0	2557340213.0	0	-	-	I15	I15
1	196,1,	4,	497228.0	497228.0	0	-	-	I13	I13
1		4,	1299244854.0	1299244854.0	0	-	-	I124	I124
1	2,2,	1,	4964795350.0	4964795350.0	0	-	-	161	161
1	195,1,	5,	1420794.0	1420794.0	0	-	-	I123	I123
1	3,4,	10,	8291952018.0	8291952018.0	0	-	-	I141	I141
1	4,6,	7,	11295493258.0	11295493258.0	0	-	-	I150	I150
1	177,7,	17,	105531441.0	105531441.0	0	-	-	I140	I140
1	2,196,	1,	197604.0	197604.0	0	-	-	41	41
1		198,	1297653278.0	1297653278.0	0	-	-	I3	I3
1	1,1,	199,	2556329726.0	2556329726.0	0	-	-	I2	I2
1		1,	1299296192.0	1299296192.0	0	-	-	184	184
1		1,	1299308528.0	1299308528.0	0	-	-	118	118
1	3,5,	11,	9338869222.0	9338869222.0	0	-	-	I117	I117
1	10,1,	8,	12246769284.0	12246769284.0	0	-	-	I127	I127
1	176,6,	19,	151845512.0	151845512.0	0	-	-	I116	I116
1	1,1,	1,	2553605122.0	2553605122.0	0	-	-	68	68
1		2,	1296406388.0	1296406388.0	0	-	-	I9	I9
1	197,1,	3,	196813.0	196813.0	0	-	-	I8	I8
1	36,145,	7,	169695645.0	169695645.0	0	-	-	I11	I11
1	2,5,	181,	8283328415.0	8283328415.0	0	-	-	I17	I17
1	8,5,	188,	14036181111.0	14036181111.0	0	-	-	I10	I10
1	2,1,	3,	3740657406.0	3740657406.0	0	-	-	I92	I92
1	2,1,	3,	3740697118.0	3740697118.0	0	-	-	I94	I94
1	194,1,	6,	3160365.0	3160365.0	0	-	-	I91	I91
1	3,2,	1,	6030300171.0	6030300171.0	0	-	-	143	143
1		5,	1283265001.0	1283265001.0	0	-	-	I66	I66
1	193,2,	6,	3318510.0	3318510.0	0	-	-	I65	I65
1		1,	1286379493.0	1286379493.0	0	-	-	21	21
1		1,	1286377714.0	1286377714.0	0	-	-	4	4
1		2,	1280666928.0	1280666928.0	0	-	-	I57	I57
1	1,1,	1,	2521973894.0	2521973894.0	0	-	-	128	128
1	196,2,	3,	197604.0	197604.0	0	-	-	I56	I56
1	1,1,	1,	2527572986.0	2527572986.0	0	-	-	164	164
1		2,	1283439118.0	1283439118.0	0	-	-	I183	I183
1	196,2,	3,	187308.0	187308.0	0	-	-	I182	I182
1		5,	1215358818.0	1215358818.0	0	-	-	I31	I31
1	3,2,	1,	5689982040.0	5689982040.0	0	-	-	148	148
1	115,80,	6,	3605550.0	3605550.0	0	-	-	I30	I30
1	1,1,	3,	2568183864.0	2568183864.0	0	-	-	I24	I24
1	2,1,	2,	3793830108.0	3793830108.0	0	-	-	I26	I26
1	194,2,	5,	1809668.0	1809668.0	0	-	-	I23	I23
1		2,	1298833942.0	1298833942.0	0	-	-	I161	I161
1	1,1,	1,	2558601087.0	2558601087.0	0	-	-	156	156
1	197,1,	3,	124340.0	124340.0	0	-	-	I160	I160
1	1,1,	1,	2524045074.0	2524045074.0	0	-	-	157	157
1		2,	1281593293.0	1281593293.0	0	-	-	I195	I195
1	194,4,	3,	69696.0	69696.0	0	-	-	I194	I194
1	1,1,	1,	2531791325.0	2531791325.0	0	-	-	104	104
1		2,	1285403121.0	1285403121.0	0	-	-	I80	I80
1	197,1,	3,	125334.0	125334.0	0	-	-	I79	I79
1		1,	1303757472.0	1303757472.0	0	-	-	88	88
1		1,	1303759020.0	1303759020.0	0	-	-	93	93
1		1,	1283752865.0	1283752865.0	0	-	-	150	150
1		1,	1283753448.0	1283753448.0	0	-	-	119	119
1		1,	1303609487.0	1303609487.0	0	-	-	199	199
1		1,	1303609487.0	1303609487.0	0	-	-	165	165
1	1,1,	1,	2523971180.0	2523971180.0	0	-	-	57	57
1		2,	1281489733.0	1281495062.0	1	-	-	I193	125
