1	1
2	1
3	1
4	7
5	1
6	1
7	1
8	2
9	1
10	4
11	2
12	1
13	2
14	1
15	2
16	2
17	1
18	1
19	4
20	2
21	1
22	1
23	6
24	1
25	3
26	2
27	1
28	2
29	2
30	2
31	5
32	1
33	1
34	2
35	7
36	1
37	2
38	3
39	1
40	1
41	1
42	7
43	2
44	2
45	3
46	2
47	4
48	5
49	2
50	2
51	6
52	1
53	2
54	2
55	3
56	3
57	3
58	2
59	7
60	2
61	2
62	2
63	3
64	2
65	3
66	1
67	1
68	1
69	1
70	5
71	2
72	1
73	5
74	10
75	3
76	6
77	17
78	2
79	4
80	2
81	2
82	1
83	2
84	15
85	3
86	7
87	3
88	10
89	26
90	3
91	4
92	4
93	16
94	12
95	1
96	6
97	2
98	2
99	5
100	24
101	10
102	5
103	24
104	16
105	3
106	14
107	3
108	34
109	15
110	1
111	9
112	2
113	20
114	22
115	11
116	13
117	27
118	15
119	18
120	57
121	28
122	101
123	6
124	8
125	28
126	43
127	337
128	419
129	530
