round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1		1,	900239964.0	900239964.0	0	-	-	140	140
1		1,	900239751.0	900239751.0	0	-	-	151	151
1		1,	968736827.0	968736827.0	0	-	-	199	199
1		1,	968180143.0	968180143.0	0	-	-	67	67
1	2,4,	4,	5548061302.0	5548061302.0	0	-	-	I174	I174
1	2,2,	6,	3849832682.0	3849832682.0	0	-	-	I177	I177
1	186,5,	10,	17463842.0	17463842.0	0	-	-	I173	I173
1	1,1,	2,	2000625164.0	2000625164.0	0	-	-	I175	I175
1	1,1,	2,	2001038717.0	2001038717.0	0	-	-	I176	I176
1	191,6,	4,	517771.0	517771.0	0	-	-	I174	I174
1		1,	980527427.0	980527427.0	0	-	-	184	184
1		1,	980500650.0	980500650.0	0	-	-	39	39
1	40,6,	22,	19279445626.0	19832057721.0	3	-	-	I80	I42
1	14,8,	46,	12867993591.0	13420605686.0	2	-	-	I101	I41
1	95,38,	68,	4853060299.0	4853060299.0	0	-	-	I79	I79
1	2,1,	1,	2867780878.0	2867780878.0	0	-	-	133	133
1		3,	993961096.0	993975475.0	1	-	-	I72	80
1	195,2,	4,	430039.0	444418.0	2	-	-	I71	I73
1	5,2,	5,	6324982927.0	6324982927.0	0	-	-	I187	I187
1	2,3,	7,	4690299557.0	4690299557.0	0	-	-	I191	I191
1	174,15,	12,	34801905.0	34801905.0	0	-	-	I186	I186
1	3,1,	1,	3839220871.0	3839220871.0	0	-	-	195	195
1		4,	1016643364.0	1016643364.0	0	-	-	I183	I183
1	186,10,	5,	1438836.0	1438836.0	0	-	-	I182	I182
1	1,1,	1,	1914156444.0	1914156444.0	0	-	-	163	163
1		2,	976528677.0	976528677.0	0	-	-	I7	I7
1	197,1,	3,	150679.0	150679.0	0	-	-	I6	I6
1		5,	837682104.0	837682104.0	0	-	-	I103	I103
1	2,3,	1,	3816615464.0	3816615464.0	0	-	-	179	179
1	155,40,	6,	3289260.0	3289260.0	0	-	-	I102	I102
1	2,2,	2,	3734513167.0	3734513167.0	0	-	-	I64	I64
1	1,1,	4,	1943463406.0	1943463406.0	0	-	-	I65	I65
1	193,2,	6,	3196975.0	3196975.0	0	-	-	I63	I63
1	1,1,	2,	1762340842.0	1762340842.0	0	-	-	I48	I48
1	1,1,	2,	1761223365.0	1761223365.0	0	-	-	I49	I49
1	196,1,	4,	745052.0	745052.0	0	-	-	I47	I47
1		6,	955070949.0	955070949.0	0	-	-	I125	I125
1	2,4,	1,	5162752567.0	5162752567.0	0	-	-	56	56
1	191,3,	7,	4656482.0	4656482.0	0	-	-	I124	I124
1	1,1,	4,	1998293614.0	1998293614.0	0	-	-	I178	I178
1	3,1,	2,	3847272653.0	3847272653.0	0	-	-	I181	I181
1	191,4,	6,	3306229.0	3306229.0	0	-	-	I177	I177
1		200,	974417928.0	974417928.0	0	-	-	I1	I1
1	1,1,	2,	1934194418.0	1934194418.0	0	-	-	I60	I60
1	1,1,	2,	1934324672.0	1934324672.0	0	-	-	I61	I61
1	189,8,	4,	568864.0	568864.0	0	-	-	I59	I59
1	3,5,	6,	6208306009.0	6208306009.0	0	-	-	I134	I134
1	2,4,	8,	4859929450.0	4859929450.0	0	-	-	I139	I139
1	161,26,	14,	60717332.0	60717332.0	0	-	-	I133	I133
1	1,1,	6,	1837824857.0	1837824857.0	0	-	-	I95	I95
