1	5
2	1
3	5
4	1
5	1
6	1
7	1
8	10
9	1
10	1
11	3
12	1
13	1
14	1
15	3
16	4
17	1
18	2
19	4
20	1
21	2
22	2
23	1
24	1
25	1
26	1
27	2
28	1
29	1
30	1
31	1
32	3
33	1
34	8
35	5
36	1
37	10
38	1
39	2
40	1
41	1
42	1
43	4
44	1
45	1
46	4
47	1
48	1
49	1
50	1
51	2
52	1
53	1
54	2
55	3
56	3
57	1
58	5
59	4
60	1
61	1
62	2
63	5
64	6
65	1
66	1
67	3
68	1
69	7
70	2
71	11
72	2
73	2
74	8
75	4
76	1
77	3
78	1
79	1
80	3
81	1
82	3
83	1
84	4
85	12
86	1
87	4
88	4
89	2
90	5
91	15
92	2
93	3
94	1
95	5
96	10
97	11
98	1
99	3
100	5
101	3
102	5
103	13
104	1
105	2
106	7
107	3
108	2
109	8
110	4
111	6
112	8
113	14
114	11
115	6
116	5
117	1
118	7
119	6
120	3
121	25
122	9
123	5
124	3
125	4
126	14
127	33
128	22
129	19
130	3
131	7
132	3
133	6
134	9
135	34
136	3
137	9
138	14
139	32
140	7
141	53
142	13
143	21
144	10
145	1
146	46
147	40
148	114
149	132
150	82
151	92
152	534
