cldae taxa	clade sizde	label	runtime	nodal dist
4603,1057,4014,3439,5064,2366,3353,1499,3278,4041,3368,1872,4888,556,1558,525,2922,4902,4687,3385,4526,4233,2883,5917,1779,1850,2893,4312,5413,3004,33,4068,4453,5634,3154,341,5631,5363,4099,5280,4239,973,3422,269,2510,402,135,5660,1619,5618,2948,3232,3394,5446,5712,3374,5560,1894	58	-	372.39749217033386	0
4909,305,4981,209,5657,2931,1032,2177,2249,328,3490,593,2378,4921,642,2356,3042,5762,5465,32,5554,1028,5556,3735,4677,1563,3268,4107,4088,2775,2634,391,4956,3135,2512,723,3454,5942,3240,1939,5,1936,3489,5419,3122,2529,3383,4529,4699,5388,5578,4283,5081,1756,1539,4610,888	57	-	372.0807797908783	0
1883,337,5828,3315,2658,1013,3588,4953,397,4238,2123,1458,1251,1560,3567,922,5077,1419,4103,4253,5263,5990,147,2972,4387,5188,607,1608,4354,4323,1409,1735	32	-	372.8947684764862	0
3073,4481,1099,1284,304,4535,5639,509,3653,295,5938,5335,3733,2246,383,1109,86,2651,3603,3456,5621,4652,3823,3936,5722,3026,3023,5792,326,4304,2111,3973,610,5271,4877,5787,2078,5788,2717,1330,622	41	-	372.46284675598145	0
9582,7285,9035,9936,6301,7439,7608,8609,8322,7646,8760,8169,7514,8235,7694,8547,6233,8485,8449,9324,7241,7357,7861,6838,6447,8327,6922,6160,8930,8293,7775,7860,8371,9409,7197,8887,7148,8203,8761,7458,9838,9209,6859,8876,8278,6394,9046,7502,7633,6223,8767	51	-	372.5581591129303	0
9413,7154,6163,7071,9819,9508,7931,8507,9787,7730,6822,6832,9025,7616,6792,9612,8865,8182,7288,7257,6934,8711,7009,8616,7952,6707,8290,6563,8320,6508,6448,9486,9074,8147,6421,6772,6562,8472,8083,6797,9368,9981,9346,8260,8852,6378,8786,9097,9477,6168,6158,6238,6973,8575,8635,8348,9807,6892,9460,9773,9559,9855,7610,9299,6351,8658	66	-	372.07100653648376	0
7500,8819,8597,9546,8443,6485,9142,9109,7340,9719,6117,9604,8121,9792,9278,9900,7457,6883,9928,6477,9218,8055,7070,7073,6244,9186,6404,9515,6515,9592,7105,8022,6727,6328,7011,7576,6551,6227,8192,8771,7010	41	-	372.10236740112305	0
5460,3224,5559,4482,2743,2372,870,4560,4263,313,3868,532,4584,2736,5037,1679,1318,2229,958,4342,5104,2599,527,1328,617,3544,4534,2057,2609,158,4194	31	-	372.8851387500763	0
9985,7888,9937,7522,9597,7774,8671,7029,9138,6971,7604,7128,6517,9445,8955,6782,6518,7908,6137,7535,7023,7801,8696,7348,8950,6914,9158,7763,6265,9590,8193,6935,6467,8103	34	-	372.4442217350006	0
8225,9635,9863,7216,9111,9083,7752,8151,9806,7876,6100,7953,6837,9998,8670,9823,6912,8626,7170,8849,8817,9403,7004,8298,9398,7015,9500,9644,9957,7320,7441,9776,9580,6705	34	-	372.43387150764465	0
1570,2054,629,5278,1859,6015,5638,2381,792,3915,4617,4171,2653,4270,223,1416,5336,2473,3491,788,2317,1922,3265,3784,814,608,728,5625,2767,3694,6009	31	-	372.9797098636627	0
1740,2015,4864,5217,810,4352,214,4965,234,4458,3173,172,4576,3117,469,6054,306,5052,1614,1034,5256,5305,45,1374,4275,5189,2921,2235,1738,547,1331,3648,2066,965,4951,4658,1027,2023,4119,694,3933,2855,5344,915	44	-	372.5198175907135	0
8994,9979,9407,8277,7930,8827,9082,6848,6561,9280,8755,9000,8629,6733,10000,8995,8289,9594,6916,8506,6373,8315,6330,8172,7218,6818,9818,7536,8271,6959,9692,6113,9768,8765,7611,6819,6436,9503	38	-	372.514288187027	0
4097,768,3304,5268,5015,4118,5027,5151,3785,6023,2547,3178,2242,4265,4143,4914,4898,3424,3560,1457,3595,2786,5420,1466,5173,4031,1565,4106,5800,514,2113,2117,2691,3762,4256,4654,4015,4960	38	-	372.1121563911438	0
8937,6413,7098,9885,7833,9800,8074,8155,9132,7954,6836,8901,6869,8640,7258,6135,9745,6858,6834,9040,7193,9817,6382,8092,7654,7882,8694,6798,7766,6997,8180	31	-	372.79786133766174	0
1956,1570,2054,629,5278,1859,6015,5638,2381,792,3915,4617,4171,2653,4270,223,1416,5336,2473,3491,788,2317,1922,3265,3784,814,608,728,5625,2767,3694,6009,1529,2945,1761,2781,202,1776,897,5920,50,4701,394,4729,2656,5379,1877,2835,5111,5384,5794,3208,3600,4236,3395,2025,21,4338,1186,3334,3451,2141,3463,5303,1483,546	66	-	371.49131417274475	0
