cldae taxa	clade sizde	label	runtime	nodal dist
4397,36,1171,1342,8686,2719,984,85,9646,3843,6049,7074,1292,9505,3690,7698,3398,7300,7561,2881,113,8673,1659,8408,3352,8769,193,7102,4643,5212,8929,8677,9091,9305,558,1103,3964,2188,1449,8040,3906,8487,8506,7190,2671,2971,2974,5789,5413,4161,6057,2164,9521,1236,3469,921,9080,7019,3684,9034	60	-	8355.063132762909	0
2094,6664,9006,5238,9351,3318,217,5082,5110,2478,3521,5465,6254,2706,6480,502,3306,6869,635,8464,5175,3584,9417,3596,1847,9076,8619,8168,1894,4000	30	-	4181.935716152191	0
2978,316,2134,6607,6442,744,8324,7549,6242,2080,9236,5230,742,6982,282,6706,4548,5286,6133,2369,4130,4488,3716,8600,474,4535,3740,8020,971,3858,8241,6585,8351,7318,715,2964,7969,3725,6978,7308,1611,9442,9830,5952,3217,1879,3602,378,8994,4609,782,9215,5087,1395,6197,2323,4464,1298,1557,1124,7204,3279,8789,704,6095	65	-	9064.225499868393	0
6153,7883,2485,1722,6791,6064,8272,9120,4770,9786,5991,5449,4964,4348,3388,4728,4525,1442,8482,5274,2151,9441,7426,7062,9601,3953,5141,6686,7059,9014,3583,7629,6958,4800,7680,9510,2072,7382,5723,7267,2933,3179,1825,772,4701,4354,2254,7146,2176,2304,9437,4256,1590,8952,2490,1352,3932,302,4922,627,6456,4176,4820,7716,2213,2593,8106,1113,4652	69	-	9664.958097934723	0
5636,1941,2612,9123,2136,6204,7619,6318,5615,7665,7227,685,8159,6137,2318,5584,3683,7195,7068,1448,5923,3233,2354,2828,4873,6368,1778,662,4659,4814,4620,8334,804,1639,4589,9770,5256,1390,2901	39	-	5446.409841537476	0
2113,6487,9731,2569,4139,4328,4427,3829,2693,3733,6191,2753,9534,6360,8083,2181,4442,1842,6420,3207,8211,5492,6975,5737,1662,2724,1782,8422,5268,7338,3726,3293,140,7541,5801,8925,4406,5328,964,475,5478,1597,9456,1965,8963,850,3625,7709,7511,3545,9432,8629,8891,3638	54	-	7573.449144601822	0
8253,4828,9547,3287,5605,1307,4515,1159,3252,233,3504,630,8366,4906,1748,2675,9765,8825,2377,4369,551,6357,4074,4030,6482,8612,9457,9540,6479,3847,5915,3653,6965,8024,9626,3787,8735,8466,5361,4850,1384,5053,4927,3462,7727	45	-	6312.138201236725	0
1551,6892,6274,3057,671,6926,1219,9898,8295,5611,7266,4069,2146,432,2380,5173,8776,1633,3907,9700,7214,5518,1770,1762,6714,1766,3682,2021,7925,4980,6880,8263,650,5858,1141,7432,6282,5160,7018,6385,7710,7449,3146,5953,506,7048,5358,8696,7766,3393,7566,2561,9827,538,8394,1888,257	57	-	7930.424483537674	0
6152,1133,46,5965,8236,8389,9424,3346,244,91,5162,52,2512,2279,9027,204,149,8369,414,8791,2617,274,9445,2663,1867,7531,3713,5807,2777,8895,5342,2370,1358,1170,1795	35	-	4892.367428779602	0
801,2972,7309,4851,9575,8141,3037,1238,9228,1798,6671,1421,1025,5931,5676,1417,8077,4226,1333,6562,3754,4832,1861,1209,7758,6761,4211,7524,8988,99,2144,4693,2408,1182,6624,4937,8707,278,7692,7340,1134,3825,4712,9325,9507,9177,4967,4853,5052,770,5791,2533,7715,4418,9031,8239,3000,5063,3432,5293,2103,2970,7569,3314	64	-	8932.320822954178	0
4118,2575,7759,2132,7660,6213,3144,3415,2250,84,4093,7037,7259,1477,9901,809,1513,6515,8245,3177,658,819,605,8034,9068,210,1996,2206,9659,2297,6998,212	32	-	4479.628518342972	0
6125,109,5185,8283,5032,1230,4959,9553,1487,1819,5117,5507,8179,5681,2686,9396,1979,5264,1744,7380,6111,3507,5341,9359,2363,3124,9508,7424,4228,3406,3143,6325,3472,584,883,2281,1997,3221,3510,464,4231,2382,3929	43	-	6044.597993850708	0
4835,1475,8176,1980,4031,5344,7376,8503,8365,296,3797,9306,7923,7126,7620,7965,8404,8945,9692,3720,211,8215,1114,5034,5765,7457,9466,3332,4774,7807,7888,325,1702,3975,363,7501,2580,9185,4574,9319	40	-	5598.344514608383	0
26,8383,2707,7416,6179,4919,2914,3133,7729,6689,2379,1158,2557,3917,9890,6306,3402,1500,4503,7751,615,7336,248,9064,4323,5790,353,27,2015,266,5224,5081,1497,3126	34	-	4753.990506887436	0
9226,9122,9905,2112,2083,2075,1188,1767,9794,7082,5557,4219,3736,9546,4039,5420,7179,2956,6208,1071,9849,2791,1341,2157,3795,7222,5299,3127,7073,3441,4984,6805,4696,5131,5751,3090,9224,9871	38	-	5356.61816072464	0
9134,684,528,4271,7974,3303,1150,6564,333,4726,6317,3553,2720,5083,5899,8679,935,361,123,8692,540,3166,5989,4032,8669,2386,4364,7022,4108,1999,1234,942,4826,7397,7057,8481	36	-	5079.306040048599	0
9609,9695,320,5742,3737,2247,6063,9595,5436,2445,6576,4068,1790,991,8127,697,2034,9060,231,1720,1624,6256,961,3135,5936,8266,2224,7611,9593,7832,1550,4254,4681,5392,2645,1365,792,4154,3418,7684,4551,6032,5120,2863,628,4278,4831,1696,8784,5024,2723,2737,3779,8478,6382,9474,6101,7295	58	-	8089.864129543304	0
3998,1682,944,5448,9598,8724,3324,4222,6526,6611,2918,5970,1724,2137,5114,549,8867,1756,4990,6937,227,2962,5659,3657,7637,8208,5687,4594,1381,5657,2615,6335,3174	33	-	4625.301032543182	0
8910,4192,288,4721,9406,8958,3138,4992,9048,7256,734,5008,7327,1013,624,1493,1755,3548,9767,3735,9492,2662,947,6614,9381,230,6381,514,3087,5198,5776,2059,6918	33	-	4605.840900659561	0
9630,6933,9331,862,6943,5871,1118,1221,9328,740,9416,493,2935,2293,6637,2220,7355,3633,209,1683,128,3416,3554,6051,6292,8382,9580,5510,9545,6722,2684	31	-	4318.970994710922	0
