round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	1,1,	2,	1986233213.0	1986233213.0	0	-	-	I88	I88
1	1,1,	2,	1986241395.0	1986241395.0	0	-	-	I89	I89
1	181,16,	4,	554752.0	554752.0	0	-	-	I87	I87
1	1,1,	1,	2137395068.0	2137395068.0	0	-	-	22	22
1		2,	1088115828.0	1088115828.0	0	-	-	I137	I137
1	197,1,	3,	183942.0	183942.0	0	-	-	I136	I136
1		1,	1009115758.0	1009115758.0	0	-	-	41	41
1		1,	1008931926.0	1008931926.0	0	-	-	152	152
1	1,2,	2,	2971791201.0	2971791201.0	0	-	-	I102	I102
1	1,1,	3,	2020864078.0	2020947966.0	1	-	-	I103	125
1	185,11,	5,	1252048.0	1335936.0	2	-	-	I101	I104
1	4,3,	40,	6372408799.0	6376027609.0	2	-	-	I107	I105
1	35,5,	7,	20280525319.0	20284144129.0	3	-	-	I146	174
1	153,1,	47,	2123779096.0	2123779096.0	0	-	-	I106	I106
1		1,	1048962066.0	1049007350.0	3	-	-	8	I94
1		1,	1048977694.0	1049001527.0	4	-	-	160	14
1	2,3,	1,	4609757080.0	4609757080.0	0	-	-	80	80
1		5,	998562742.0	998600572.0	1	-	-	I49	I50
1	186,9,	6,	2632305.0	2670135.0	2	-	-	I48	I52
1	2,5,	15,	5948474824.0	5948474824.0	0	-	-	I47	I47
1	9,6,	7,	11175220867.0	11175220867.0	0	-	-	I61	I61
1	93,86,	22,	255820353.0	255820353.0	0	-	-	I46	I46
1		1,	1012750425.0	1012750425.0	0	-	-	118	118
1		1,	1012751804.0	1012751804.0	0	-	-	70	70
1	5,1,	1,	5999549306.0	5999549306.0	0	-	-	36	36
1		6,	1095459967.0	1095459967.0	0	-	-	I188	I188
1	186,8,	7,	4239676.0	4239676.0	0	-	-	I187	I187
1		2,	1093820383.0	1093820383.0	0	-	-	I117	I117
1	1,1,	1,	2148398355.0	2148398355.0	0	-	-	140	140
1	197,1,	3,	189483.0	189483.0	0	-	-	I116	I116
1	2,6,	7,	7716003242.0	7716003242.0	0	-	-	I187	I187
1	6,1,	8,	6869008608.0	6869008608.0	0	-	-	I193	I193
1	5,181,	15,	78346339.0	78346339.0	0	-	-	I186	I186
1		1,	1091046124.0	1091046124.0	0	-	-	173	173
1		1,	1091032913.0	1091032913.0	0	-	-	78	78
1		1,	1009386795.0	1009386795.0	0	-	-	28	28
1		1,	1009365529.0	1009365529.0	0	-	-	187	187
1		1,	1099480577.0	1099480577.0	0	-	-	195	195
