cldae taxa	clade sizde	label	runtime	nodal dist
4137,5667,5413,3321,5603,9190,7325,3709,6590,5643,7788,6722,4204,5177,2843,8848,5917,9107,5210,2177,2528,5596,4607,8497,8017,4580,9459,5230,4989,8377,5468,5470,7564,2308,6890	35	-	378.6667959690094	0
3,1313,1169,1488,784,618,333,672,637,1175,1859,45,1890,1966,1772,407,707,574,1925,158,1693,876,13,1492,117,1903,302,502,1253,1454,76,17,162,835,1135,448,656,399,1538,1336,1809,934,331,183,1589,763,2013,1824,1975,499,246,289,1009	53	-	381.147255897522	0
875,1920,1831,378,954,1670,516,1079,278,1360,2062,1236,613,197,1054,1653,1765,608,1428,705,2046,411,1350,843,1222,867,626,1545,1072,212,655,2045,81,1278,813,1684,408,481,395,294,775,1184,1799,653,95,1299,1033,1430,1843,6,165,508,104,1412,1731,1924,217,1312,248	59	-	380.79245376586914	0
9870,5979,3278,6853,8205,6577,9601,4941,3768,2515,5488,7883,2742,5391,4334,5388,7850,3429,6571,4097,6677,8458,5611,3495,6747,5760,6743,6638,9780,4200,5400,6523,2716,2630,2816,6950,5787,6058	38	-	381.43841886520386	0
2951,9493,9905,2835,3854,4591,5146,9116,6653,9368,5509,6841,5297,9617,3550,2784,3978,8185,4346,7015,7750,5816,6410,9006,9436,3751,8365,2234,4670,7247	30	-	381.99231219291687	0
9899,3053,8369,6228,4760,5535,6909,3056,4260,5659,4584,8387,2647,6277,7729,7689,9967,4114,8738,7307,6141,3073,3882,6696,3360,8474,5712,9954,3766,7435,5412,4272,6245,9684,5492,6811,2417,3706,9706,2451,8839,5547,6315,7269,8403,9045,4006,5913,5970,9695,9222,3308,3194,6029,4029,7636,9262,6157	58	-	381.0302872657776	1
1547,1369,389,940,824,152,1206,180,569,772,321,2021,317,1967,1333,244,1437,2031,364,1985,182,1639,567,1304,353,472,1873,1721,952,1934,1142,1780,1762,548,2063	35	-	381.4820091724396	3
9981,8035,7374,6110,8083,9948,2442,2718,9538,5344,6471,5741,7741,8910,9700,8837,2268,6005,9348,7820,4624,7546,9299,8552,7169,6970,4900,4709,4513,3064,9569,8638,5446,6393,8081,4597,9121,5059,2854,4896,7283,2657,3140	43	-	381.3891212940216	0
7404,5619,5377,9076,8220,8264,2924,4880,9505,4898,6266,2805,6421,4229,7235,7787,5914,8445,8230,4380,9039,5058,5959,7790,8695,2874,4046,7186,2356,3493,7289,5420,5011,2928,5670,5856,3585,5601,7924,5858,6668,7596,6256,6047,9846,4691,5870,9946,4363,3906,5490,6142,6714,4153,7329,4199,9866,2917,8951,7068,9618,2822,5847,8927,2987,7536,5735,2923,8385	69	-	380.34652853012085	0
5518,4401,7165,5620,8218,7554,2253,2073,5656,7943,7611,7274,3640,3555,9720,7704,3419,8188,4342,5382,9362,2346,9259,7732,4426,7649,5500,5513,3549,4475	30	-	381.6476984024048	0
3921,3416,6144,8258,4714,8852,9409,9923,8032,3246,6428,2927,6253,2649,9697,2858,4210,4301,6619,7947,8952,4698,2106,2839,6854,6792,2447,2931,6843,7322,7029,8594,5884,4540,3402,8807,2335,3343,9797,6539,9630,6264,5132	43	-	380.99032282829285	0
