1	3
2	4
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	4
11	4
12	1
13	6
14	4
15	1
16	1
17	1
18	2
19	4
20	1
21	1
22	2
23	8
24	11
25	2
26	4
27	2
28	1
29	2
30	5
31	1
32	1
33	3
34	2
35	1
36	3
37	2
38	2
39	7
40	3
41	1
42	2
43	3
44	9
45	5
46	1
47	1
48	3
49	5
50	1
51	7
52	1
53	3
54	6
55	2
56	2
57	1
58	3
59	2
60	7
61	1
62	1
63	2
64	10
65	7
66	8
67	10
68	10
69	2
70	1
71	3
72	3
73	5
74	4
75	3
76	1
77	1
78	6
79	3
80	1
81	4
82	3
83	4
84	1
85	5
86	8
87	4
88	19
89	8
90	6
91	3
92	7
93	2
94	3
95	10
96	2
97	3
98	4
99	3
100	7
101	2
102	11
103	3
104	5
105	8
106	8
107	2
108	5
109	6
110	5
111	3
112	10
113	7
114	13
115	22
116	3
117	3
118	5
119	7
120	4
121	16
122	2
123	4
124	7
125	5
126	10
127	22
128	53
129	1
130	14
131	24
132	13
133	3
134	2
135	41
136	1
137	14
138	12
139	42
140	5
141	18
142	27
143	10
144	29
145	4
146	3
147	6
148	19
149	40
150	13
151	12
152	11
153	54
154	15
155	8
156	45
157	5
158	46
159	3
160	37
161	7
162	6
163	87
164	105
165	74
166	530
