round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	1,1,	1,	1373109014.0	1373109014.0	0	-	-	191	191
1		2,	705035844.0	705058715.0	1	-	-	I48	25
1	197,1,	3,	56341.0	79212.0	2	-	-	I47	180
1		1,	663229881.0	663229881.0	0	-	-	179	179
1		1,	661929247.0	661929247.0	0	-	-	108	108
1		1,	733627630.0	733627630.0	0	-	-	142	142
1		1,	733515198.0	733515198.0	0	-	-	65	65
1	2,3,	2,	3192863331.0	3192887375.0	3	-	-	I18	I23
1	1,1,	5,	1357987284.0	1358011328.0	2	-	-	I19	I16
1	192,2,	7,	4281088.0	4281088.0	0	-	-	I17	I17
1		1,	712799756.0	712822498.0	3	-	-	163	I98
1		1,	714020877.0	714043619.0	2	-	-	152	I97
1	6,1,	22,	4198021912.0	4198614281.0	1	-	-	I8	I9
1	21,1,	7,	10185563537.0	10185563537.0	0	-	-	I29	I29
1	167,5,	29,	320395866.0	320988235.0	2	-	-	I7	83
1	36,9,	1,	13594167391.0	13594277861.0	2	-	-	107	I38
1		45,	663227539.0	663338009.0	3	-	-	I40	I84
1	153,2,	46,	1240230619.0	1240230619.0	0	-	-	I39	I39
1	15,5,	13,	9633082092.0	9633082092.0	0	-	-	I88	I88
1	10,3,	20,	7082814757.0	7082814757.0	0	-	-	I100	I100
1	117,51,	33,	540249619.0	540249619.0	0	-	-	I87	I87
1		3,	737731954.0	737731954.0	0	-	-	I78	I78
1	2,1,	1,	2119858963.0	2119858963.0	0	-	-	12	12
1	188,9,	4,	460242.0	460242.0	0	-	-	I77	I77
1		1,	686409977.0	686409977.0	0	-	-	125	125
1		1,	684976210.0	684976210.0	0	-	-	79	79
1	1,3,	9,	2768719114.0	2768719114.0	0	-	-	I69	I69
1	3,6,	4,	5682472550.0	5682472550.0	0	-	-	I77	I77
1	182,6,	13,	32276303.0	32276303.0	0	-	-	I68	I68
1	1,1,	7,	1352835616.0	1352859660.0	1	-	-	I17	I19
1	5,2,	2,	4298425436.0	4298425436.0	0	-	-	I23	I23
1	187,5,	9,	9137834.0	9161878.0	2	-	-	I16	I18
1		1,	662018826.0	662035209.0	3	-	-	132	149
1		1,	662932572.0	662948955.0	2	-	-	24	I198
1	4,1,	2,	3085753265.0	3085753265.0	0	-	-	I177	I177
1	1,1,	5,	1328468939.0	1328468939.0	0	-	-	I178	I178
1	191,3,	7,	3749001.0	3749001.0	0	-	-	I176	I176
1		9,	707953337.0	708141635.0	1	-	-	I92	I96
1	5,4,	1,	5288571767.0	5288571767.0	0	-	-	172	172
1	188,3,	10,	11688381.0	11876679.0	2	-	-	I91	I93
1		1,	658653614.0	658653614.0	0	-	-	118	118
1		1,	655826673.0	655826673.0	0	-	-	40	40
1	2,2,	3,	2463988123.0	2464168153.0	3	-	-	I187	I184
1	1,2,	4,	1864517692.0	1864697722.0	2	-	-	I189	I183
1	191,3,	7,	5462239.0	5462239.0	0	-	-	I186	I186
1		1,	686536735.0	686536735.0	0	-	-	116	116
1		1,	686169384.0	686169384.0	0	-	-	102	102
1		2,	723130539.0	723133526.0	2	-	-	I114	I112
1	1,1,	1,	1410630837.0	1410633824.0	3	-	-	164	198
1	197,1,	3,	120723.0	120723.0	0	-	-	I113	I113
1	1,1,	23,	1361214695.0	1361214695.0	0	-	-	I61	I61
1	4,19,	2,	10860679549.0	10860679549.0	0	-	-	I83	I83
1	165,11,	25,	226443558.0	226443558.0	0	-	-	I60	I60
1	1,1,	1,	1446886809.0	1446886809.0	0	-	-	185	185
1		2,	742283347.0	742292420.0	1	-	-	I79	85
1	197,1,	3,	60299.0	69372.0	2	-	-	I78	67
1		1,	692370636.0	692370636.0	0	-	-	96	96
1		1,	694965276.0	694965276.0	0	-	-	189	189
1		1,	721880497.0	721880497.0	0	-	-	66	66
1		1,	721918102.0	721918102.0	0	-	-	22	22
1		1,	696260740.0	696260740.0	0	-	-	84	84
1		1,	697045641.0	697045641.0	0	-	-	147	147
1	1,1,	2,	1393319223.0	1393319223.0	0	-	-	I98	I98
1	1,1,	2,	1390900036.0	1390922778.0	1	-	-	I99	152
1	196,1,	4,	350530.0	373272.0	2	-	-	I97	163
1		2,	738555222.0	738555222.0	0	-	-	I76	I76
1	1,1,	1,	1448451054.0	1448451054.0	0	-	-	29	29
1	192,6,	3,	135700.0	135700.0	0	-	-	I75	I75
1	3,3,	1,	3901995643.0	3901995643.0	0	-	-	168	168
1		6,	731347400.0	731413798.0	1	-	-	I151	I154
1	189,5,	7,	3505261.0	3571659.0	2	-	-	I150	I152
1	1,1,	2,	1419533010.0	1419554108.0	2	-	-	I148	I146
1	1,1,	2,	1419345008.0	1419366106.0	3	-	-	I149	49
1	196,1,	4,	463057.0	463057.0	0	-	-	I147	I147
1		1,	713773061.0	713773061.0	0	-	-	38	38
1		1,	712630007.0	712630007.0	0	-	-	112	112
1		1,	685347366.0	685347366.0	0	-	-	105	105
1		1,	686492543.0	686492543.0	0	-	-	130	130
1	2,2,	1,	2535605435.0	2535605435.0	0	-	-	138	138
1		4,	685219361.0	685219361.0	0	-	-	I179	I179
1	194,2,	5,	900114.0	900114.0	0	-	-	I178	I178
1	3,2,	4,	3013546590.0	3013546590.0	0	-	-	I193	I193
1	1,3,	5,	2463447473.0	2463447473.0	0	-	-	I196	I196
1	182,10,	9,	10961679.0	10961679.0	0	-	-	I192	I192
1		1,	713227071.0	713227071.0	0	-	-	197	197
1		1,	712880639.0	712880639.0	0	-	-	53	53
1		2,	710713688.0	710713688.0	0	-	-	I95	I95
1	1,1,	1,	1391612326.0	1391612326.0	0	-	-	165	165
1	197,1,	3,	102183.0	102183.0	0	-	-	I94	I94
