round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1		3,	1005697777.0	1005697777.0	0	-	-	I12	I12
1	2,1,	1,	2901487141.0	2901487141.0	0	-	-	120	120
1	196,1,	4,	525579.0	525579.0	0	-	-	I11	I11
1		2,	967278790.0	967278790.0	0	-	-	I62	I62
1	1,1,	1,	1895581235.0	1895581235.0	0	-	-	51	51
1	191,7,	3,	102564.0	102564.0	0	-	-	I61	I61
1		1,	888076352.0	888076352.0	0	-	-	96	96
1		1,	888076904.0	888076904.0	0	-	-	107	107
1	2,1,	2,	2771439471.0	2771439471.0	0	-	-	I179	I179
1	1,1,	3,	1886182091.0	1886182091.0	0	-	-	I180	I180
1	195,1,	5,	1318100.0	1318100.0	0	-	-	I178	I178
1		1,	915994126.0	915994126.0	0	-	-	74	74
1		1,	915631248.0	915631248.0	0	-	-	109	109
1	1,1,	1,	1781517350.0	1781517350.0	0	-	-	127	127
1		2,	910638385.0	910638385.0	0	-	-	I46	I46
1	197,1,	3,	133848.0	133848.0	0	-	-	I45	I45
1		1,	900681047.0	900681047.0	0	-	-	85	85
1		1,	900694719.0	900694719.0	0	-	-	39	39
1		1,	924869703.0	924869703.0	0	-	-	75	75
1		1,	924873900.0	924873900.0	0	-	-	77	77
1	1,1,	2,	1736919456.0	1736919456.0	0	-	-	I161	I161
1	1,1,	2,	1736952259.0	1736952259.0	0	-	-	I162	I162
1	194,3,	4,	650297.0	650297.0	0	-	-	I160	I160
1		1,	966309232.0	966309232.0	0	-	-	147	147
1		1,	966302757.0	966302757.0	0	-	-	119	119
1	1,1,	1,	1914805222.0	1914805222.0	0	-	-	82	82
1		2,	976780521.0	976795965.0	1	-	-	I108	56
1	195,3,	3,	62766.0	78210.0	2	-	-	I107	195
1	1,4,	4,	4646975194.0	4646975194.0	0	-	-	I7	I7
1	3,1,	5,	3792658572.0	3792658572.0	0	-	-	I10	I10
1	187,5,	9,	12459000.0	12459000.0	0	-	-	I6	I6
1	3,1,	6,	3573529452.0	3573529452.0	0	-	-	I69	I69
1	2,4,	4,	5132943138.0	5132943138.0	0	-	-	I74	I74
1	175,16,	10,	18584300.0	18584300.0	0	-	-	I68	I68
1	1,1,	3,	1810465495.0	1810465495.0	0	-	-	I133	I133
