round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	1,2,	2,	1898132145.0	1898132145.0	0	-	-	I189	I189
1	1,1,	3,	1298534313.0	1298534313.0	0	-	-	I190	I190
1	194,2,	5,	1277090.0	1277090.0	0	-	-	I188	I188
1	3,1,	1,	2567418605.0	2567418605.0	0	-	-	124	124
1		4,	684692369.0	684692369.0	0	-	-	I133	I133
1	191,5,	5,	1133044.0	1133044.0	0	-	-	I132	I132
1		3,	631477552.0	631477552.0	0	-	-	I120	I120
1	2,1,	1,	1805035909.0	1805035909.0	0	-	-	166	166
1	194,3,	4,	577787.0	577787.0	0	-	-	I119	I119
1		1,	665712773.0	665712773.0	0	-	-	13	13
1		1,	665926922.0	665926922.0	0	-	-	137	137
1	20,9,	1,	10982551480.0	10983522494.0	4	-	-	0	I193
1		29,	584541211.0	584541211.0	0	-	-	I116	I116
1	120,51,	30,	405085607.0	405085607.0	0	-	-	I115	I115
1	1,3,	8,	2546450976.0	2546450976.0	0	-	-	I64	I64
1	5,3,	4,	4667051740.0	4667051740.0	0	-	-	I71	I71
1	182,7,	12,	19972222.0	19972222.0	0	-	-	I63	I63
1		1,	697915056.0	697915056.0	0	-	-	134	134
1		1,	697343824.0	697343824.0	0	-	-	26	26
1	12,7,	20,	8711981343.0	8711981343.0	0	-	-	I37	I37
1	15,5,	19,	9070432373.0	9070432373.0	0	-	-	I56	I56
1	121,41,	39,	802109854.0	802109854.0	0	-	-	I36	I36
1		3,	661009853.0	661009853.0	0	-	-	I49	I49
1	1,2,	1,	1892505163.0	1892505163.0	0	-	-	47	47
1	194,3,	4,	497303.0	497303.0	0	-	-	I48	I48
1	3,1,	2,	2316726545.0	2316726545.0	0	-	-	I77	I77
1	1,1,	4,	1207056015.0	1207056015.0	0	-	-	I78	I78
1	192,3,	6,	2920549.0	2920549.0	0	-	-	I76	I76
1	2,1,	1,	1968583359.0	1968583359.0	0	-	-	64	64
1		3,	689036478.0	689036478.0	0	-	-	I138	I138
1	196,1,	4,	423705.0	423705.0	0	-	-	I137	I137
1		1,	655360801.0	655360801.0	0	-	-	51	51
1		1,	655143937.0	655143937.0	0	-	-	74	74
1	1,1,	11,	1247911400.0	1248291590.0	3	-	-	I45	I43
1	10,1,	2,	5867573301.0	5867953491.0	2	-	-	I55	I42
1	186,2,	13,	31295312.0	31295312.0	0	-	-	I44	I44
1		1,	594860503.0	594860503.0	0	-	-	14	14
1		1,	593998993.0	593998993.0	0	-	-	15	15
1	3,1,	6,	2417990133.0	2417990133.0	0	-	-	I7	I7
1	4,2,	4,	3502842267.0	3502842267.0	0	-	-	I12	I12
1	11,180,	10,	15808508.0	15808508.0	0	-	-	I6	I6
1		1,	596028604.0	596028604.0	0	-	-	40	40
1		1,	596642710.0	596642710.0	0	-	-	174	174
1		199,	660234098.0	660234098.0	0	-	-	I2	I2
1	0,1,	200,	659436723.0	659436723.0	0	-	-	I1	I1
1	13,2,	5,	7429703767.0	7429703767.0	0	-	-	I38	I38
1	4,1,	15,	2914692785.0	2914692785.0	0	-	-	I42	I42
1	162,19,	20,	111983322.0	111983322.0	0	-	-	I37	I37
1	27,5,	9,	11372875904.0	11372875904.0	0	-	-	I75	I75
1	3,6,	32,	4762009717.0	4762009717.0	0	-	-	I83	I83
1	121,39,	41,	985491077.0	985491077.0	0	-	-	I74	I74
1		1,	667466629.0	667466629.0	0	-	-	71	71
1		1,	665447774.0	665447774.0	0	-	-	146	146
1	1,3,	1,	2541571631.0	2541571631.0	0	-	-	191	191
1		4,	680714512.0	680719755.0	1	-	-	I68	I69
1	193,3,	5,	696966.0	702209.0	2	-	-	I67	113
1	1,1,	49,	1151132998.0	1156680898.0	4	-	-	I145	0
1	47,2,	2,	13018656618.0	13023788013.0	2	-	-	I193	I114
1	120,30,	51,	1583708437.0	1583708437.0	0	-	-	I144	I144
1		2,	666890680.0	666890680.0	0	-	-	I191	I191
1	1,1,	1,	1300237469.0	1300237469.0	0	-	-	66	66
1	196,2,	3,	98672.0	98672.0	0	-	-	I190	I190
1	165,15,	10,	144677422.0	144677422.0	0	-	-	I6	I6
1	4,6,	180,	5383995586.0	5383995586.0	0	-	-	I15	I15
1	8,3,	190,	5801750300.0	5801750300.0	0	-	-	I5	I5
1		1,	697103142.0	697103142.0	0	-	-	125	125
1		1,	696776632.0	696776632.0	0	-	-	107	107
1		1,	664593454.0	664593454.0	0	-	-	50	50
1		1,	664259640.0	664259640.0	0	-	-	98	98
1		3,	671465694.0	671465694.0	0	-	-	I61	I61
1	1,2,	1,	1926434527.0	1926434527.0	0	-	-	11	11
1	194,3,	4,	345604.0	345604.0	0	-	-	I60	I60
1		1,	667768817.0	667768817.0	0	-	-	23	23
1		1,	668031978.0	668031978.0	0	-	-	175	175
1	1,1,	6,	1270685100.0	1270685100.0	0	-	-	I171	I171
1	5,1,	2,	3523484309.0	3523484309.0	0	-	-	I176	I176
1	176,17,	8,	6226062.0	6226062.0	0	-	-	I170	I170
1	1,2,	1,	1914507932.0	1914507932.0	0	-	-	101	101
1		3,	671829340.0	671869299.0	1	-	-	I182	158
1	193,4,	4,	439395.0	479354.0	2	-	-	I181	I183
1	2,1,	1,	1890589572.0	1890589572.0	0	-	-	182	182
1		3,	660812546.0	660812546.0	0	-	-	I174	I174
1	196,1,	4,	440741.0	440741.0	0	-	-	I173	I173
1	2,1,	1,	1952779273.0	1952779273.0	0	-	-	32	32
1		3,	680160172.0	680160172.0	0	-	-	I129	I129
1	187,10,	4,	513621.0	513621.0	0	-	-	I128	I128
1		1,	692069333.0	692069333.0	0	-	-	147	147
1		1,	694452610.0	694452610.0	0	-	-	96	96
1	3,7,	1,	5442233483.0	5442233483.0	0	-	-	99	99
1		10,	646280820.0	646280820.0	0	-	-	I46	I46
1	188,2,	11,	18709586.0	18709586.0	0	-	-	I45	I45
1		4,	702980387.0	702980387.0	0	-	-	I110	I110
1	2,2,	1,	2622810752.0	2622810752.0	0	-	-	83	83
1	194,2,	5,	951796.0	951796.0	0	-	-	I109	I109
1	11,5,	11,	8059886838.0	8059886838.0	0	-	-	I89	I89
1	7,4,	16,	6119430632.0	6119430632.0	0	-	-	I99	I99
1	169,5,	27,	288729365.0	288729365.0	0	-	-	I88	I88
1	1,1,	4,	1297468503.0	1297468503.0	0	-	-	I154	I154
1	2,2,	2,	2464765977.0	2464765977.0	0	-	-	I157	I157
1	183,12,	6,	2045306.0	2045306.0	0	-	-	I153	I153
1	1,2,	7,	1858725677.0	1858725677.0	0	-	-	I47	I47
1	3,4,	3,	4048841028.0	4048841028.0	0	-	-	I53	I53
1	190,1,	10,	14629706.0	14629706.0	0	-	-	I46	I46
1	2,1,	1,	1789209508.0	1789209508.0	0	-	-	190	190
1		3,	634763996.0	634779637.0	1	-	-	I79	I80
1	195,2,	4,	280041.0	295682.0	2	-	-	I78	152
1		1,	660054474.0	660054474.0	0	-	-	181	181
1		1,	659570028.0	659570028.0	0	-	-	18	18
1	4,3,	4,	4211017096.0	4211017096.0	0	-	-	I90	I90
1	2,2,	7,	2560129113.0	2560129113.0	0	-	-	I93	I93
1	174,16,	11,	20554081.0	20554081.0	0	-	-	I89	I89
1		1,	649683105.0	649683105.0	0	-	-	3	3
1		1,	649153453.0	649153453.0	0	-	-	36	36
1		2,	690454346.0	690499567.0	3	-	-	I135	120
1	1,1,	1,	1350833141.0	1350878362.0	2	-	-	4	I133
1	197,1,	3,	119003.0	119003.0	0	-	-	I134	I134
1	4,1,	1,	2997498568.0	2997498568.0	0	-	-	144	144
1		5,	651741316.0	651741316.0	0	-	-	I172	I172
1	193,2,	6,	2170607.0	2170607.0	0	-	-	I171	I171
1		1,	684401160.0	684401160.0	0	-	-	60	60
1		1,	682935517.0	682935517.0	0	-	-	135	135
1	1,1,	1,	1228094294.0	1228109935.0	3	-	-	152	190
1		2,	632512042.0	632527683.0	2	-	-	I80	I78
1	197,1,	3,	81736.0	81736.0	0	-	-	I79	I79
1	5,5,	4,	5602009367.0	5602009367.0	0	-	-	I128	I128
1	3,1,	10,	2544434168.0	2544434168.0	0	-	-	I131	I131
1	182,5,	14,	38161665.0	38161665.0	0	-	-	I127	I127
1		2,	672788752.0	672788752.0	0	-	-	I62	I62
1	1,1,	1,	1313196994.0	1313196994.0	0	-	-	196	196
1	197,1,	3,	98075.0	98075.0	0	-	-	I61	I61
1		1,	636624804.0	636624804.0	0	-	-	180	180
1		1,	636142502.0	636142502.0	0	-	-	38	38
1	32,9,	39,	12398864198.0	12483091320.0	2	-	-	I36	I34
1	19,20,	41,	12298151984.0	12382379106.0	3	-	-	I74	I114
1	40,81,	80,	5417395141.0	5417395141.0	0	-	-	I35	I35
1		5,	616442153.0	616442153.0	0	-	-	I19	I19
1	3,2,	1,	2872910960.0	2872910960.0	0	-	-	186	186
1	187,8,	6,	2438548.0	2438548.0	0	-	-	I18	I18
1		1,	686059707.0	686059707.0	0	-	-	92	92
1		1,	684712773.0	684712773.0	0	-	-	46	46
1	81,80,	4,	828419060.0	828419060.0	0	-	-	I31	I31
1	1,3,	161,	2238929937.0	2238929937.0	0	-	-	I34	I34
1	21,15,	165,	12168989824.0	12193572584.0	3	-	-	I30	I74
1	1,2,	6,	1734124087.0	1734124087.0	0	-	-	I76	I76
1	4,2,	3,	3323410344.0	3323410344.0	0	-	-	I81	I81
1	160,32,	9,	12262268.0	12262268.0	0	-	-	I75	I75
1	161,4,	15,	629940656.0	629940656.0	0	-	-	I16	I16
1	14,1,	165,	7291777935.0	7291777935.0	0	-	-	I30	I30
1	11,10,	180,	9186903006.0	9186903006.0	0	-	-	I15	I15
1		3,	677940730.0	677940730.0	0	-	-	I72	I72
1	1,2,	1,	1951859054.0	1951859054.0	0	-	-	44	44
1	189,8,	4,	525760.0	525760.0	0	-	-	I71	I71
1	5,14,	1,	8637831696.0	8637831696.0	0	-	-	155	155
1		19,	641184847.0	641184847.0	0	-	-	I126	I126
1	172,9,	20,	117752778.0	117752778.0	0	-	-	I125	I125
1		1,	666625559.0	666625559.0	0	-	-	31	31
1		1,	665885664.0	665885664.0	0	-	-	187	187
1		2,	603363520.0	603363520.0	0	-	-	I33	I33
1	1,1,	1,	1175697977.0	1175697977.0	0	-	-	73	73
1	197,1,	3,	103160.0	103160.0	0	-	-	I32	I32
1		1,	663414867.0	663414867.0	0	-	-	160	160
1		1,	664573033.0	664573033.0	0	-	-	185	185
1		3,	669122023.0	669122023.0	0	-	-	I185	I185
1	1,2,	1,	1916232278.0	1916232278.0	0	-	-	2	2
1	193,4,	4,	474205.0	474205.0	0	-	-	I184	I184
1		1,	621638237.0	621638237.0	0	-	-	168	168
1		1,	621016138.0	621016138.0	0	-	-	136	136
1		1,	706105204.0	706105204.0	0	-	-	22	22
1		1,	706420915.0	706420915.0	0	-	-	8	8
1	1,2,	2,	1873130304.0	1873130304.0	0	-	-	I85	I85
1	1,1,	3,	1271520727.0	1271520727.0	0	-	-	I86	I86
1	169,27,	5,	1360922.0	1360922.0	0	-	-	I84	I84
1		2,	655289556.0	655289556.0	0	-	-	I87	I87
1	1,1,	1,	1276226000.0	1276226000.0	0	-	-	6	6
1	196,2,	3,	129208.0	129208.0	0	-	-	I86	I86
1	1,1,	2,	1302899099.0	1302899099.0	0	-	-	I10	I10
1	1,1,	2,	1297029715.0	1297032861.0	1	-	-	I11	149
1	195,2,	4,	308227.0	311373.0	2	-	-	I9	165
1		1,	655419045.0	655419045.0	0	-	-	150	150
1		1,	656334979.0	656334979.0	0	-	-	173	173
1	1,2,	2,	1809675929.0	1809675929.0	0	-	-	I20	I20
1	1,1,	3,	1239673368.0	1239673368.0	0	-	-	I21	I21
1	195,1,	5,	1098347.0	1098347.0	0	-	-	I19	I19
1		2,	607302157.0	607302157.0	0	-	-	I150	I150
1	1,1,	1,	1188192703.0	1188192703.0	0	-	-	195	195
1	197,1,	3,	177400.0	177400.0	0	-	-	I149	I149
1		2,	672744490.0	672744490.0	0	-	-	I186	I186
1	1,1,	1,	1313163365.0	1313163365.0	0	-	-	27	27
1	197,1,	3,	93437.0	93437.0	0	-	-	I185	I185
1		1,	627336640.0	627336640.0	0	-	-	79	79
1		1,	626332269.0	626332269.0	0	-	-	130	130
1	1,2,	2,	1885174570.0	1885174570.0	0	-	-	I197	I197
1	1,1,	3,	1287232031.0	1287232031.0	0	-	-	I198	I198
1	3,193,	5,	1197309.0	1197309.0	0	-	-	I196	I196
1	3,1,	1,	2458123342.0	2458123342.0	0	-	-	171	171
1		4,	659822341.0	659822341.0	0	-	-	I173	I173
1	195,1,	5,	978294.0	978294.0	0	-	-	I172	I172
1		1,	670014943.0	670014943.0	0	-	-	111	111
1		1,	667909947.0	667909947.0	0	-	-	140	140
1	1,1,	1,	1356713372.0	1356713372.0	0	-	-	37	37
1		2,	694200831.0	694200831.0	0	-	-	I98	I98
1	197,1,	3,	115660.0	115660.0	0	-	-	I97	I97
1	51,30,	80,	10825849150.0	10910076272.0	1	-	-	I35	I36
1	41,39,	81,	10950501588.0	10950501588.0	0	-	-	I114	I114
1	36,4,	161,	12637695204.0	12721922326.0	2	-	-	I34	I74
1	3,2,	193,	2998754018.0	2998754018.0	0	-	-	I4	I4
1	3,190,	5,	6742910.0	6742910.0	0	-	-	I196	I196
1	2,1,	198,	1878404025.0	1878404025.0	0	-	-	I3	I3
1	1,1,	3,	1322205167.0	1322205167.0	0	-	-	I165	I165
1	2,1,	2,	1944537383.0	1944537383.0	0	-	-	I167	I167
1	192,4,	5,	905356.0	905356.0	0	-	-	I164	I164
1	1,2,	1,	1850130908.0	1850130908.0	0	-	-	81	81
1		3,	642769964.0	642769964.0	0	-	-	I13	I13
1	191,6,	4,	520824.0	520824.0	0	-	-	I12	I12
1	8,6,	1,	6914514905.0	6914514905.0	0	-	-	114	114
1		14,	599652280.0	599652280.0	0	-	-	I17	I17
1	21,165,	15,	44945395.0	44945395.0	0	-	-	I16	I16
1		1,	663281139.0	663281139.0	0	-	-	68	68
1		1,	664904084.0	664904084.0	0	-	-	24	24
1	1,1,	1,	1345935171.0	1345935171.0	0	-	-	183	183
1		2,	690588786.0	690588786.0	0	-	-	I139	I139
1	197,1,	3,	70050.0	70050.0	0	-	-	I138	I138
1		1,	604611982.0	604611982.0	0	-	-	58	58
1		1,	604939723.0	604939723.0	0	-	-	55	55
