1	3
2	1
3	1
4	1
5	3
6	1
7	2
8	1
9	6
10	1
11	1
12	1
13	1
14	5
15	1
16	1
17	1
18	2
19	3
20	2
21	3
22	1
23	1
24	1
25	4
26	5
27	3
28	1
29	1
30	1
31	2
32	2
33	1
34	1
35	1
36	2
37	7
38	1
39	1
40	1
41	1
42	3
43	2
44	1
45	3
46	1
47	1
48	1
49	1
50	1
51	1
52	3
53	4
54	2
55	3
56	1
57	1
58	3
59	2
60	15
61	2
62	1
63	1
64	1
65	1
66	1
67	1
68	2
69	1
70	2
71	2
72	9
73	2
74	2
75	5
76	3
77	1
78	1
79	1
80	3
81	3
82	5
83	6
84	4
85	1
86	1
87	1
88	2
89	2
90	4
91	15
92	8
93	1
94	6
95	2
96	1
97	2
98	5
99	1
100	5
101	9
102	3
103	1
104	2
105	5
106	3
107	8
108	7
109	2
110	2
111	4
112	3
113	5
114	1
115	8
116	21
117	4
118	6
119	40
120	18
121	1
122	3
123	9
124	5
125	2
126	17
127	32
128	5
129	8
130	2
131	5
132	7
133	6
134	17
135	47
136	33
137	107
138	11
139	8
140	87
141	124
142	192
143	43
144	533
