1	3
2	1
3	3
4	4
5	10
6	1
7	4
8	1
9	1
10	2
11	6
12	8
13	1
14	7
15	3
16	7
17	14
18	5
19	3
20	7
21	3
22	17
23	2
24	5
25	5
26	1
27	5
28	3
29	14
30	2
31	2
32	3
33	10
34	2
35	19
36	5
37	1
38	4
39	8
40	36
41	7
42	22
43	27
44	7
45	4
46	4
47	3
48	9
49	14
50	2
51	3
52	6
53	11
54	9
55	2
56	18
57	17
58	67
59	44
60	3
61	14
62	7
63	2
64	14
65	24
66	46
67	3
68	4
69	12
70	4
71	1
72	17
73	6
74	15
75	14
76	21
77	35
78	1
79	8
80	100
81	41
82	95
83	38
84	80
85	43
86	9
87	83
88	138
89	208
90	10
91	286
92	500
93	534
