1	1
2	2
3	1
4	1
5	2
6	2
7	1
8	4
9	2
10	3
11	2
12	1
13	2
14	1
15	1
16	1
17	1
18	1
19	1
20	2
21	1
22	3
23	1
24	3
25	7
26	1
27	7
28	1
29	3
30	1
31	4
32	2
33	3
34	1
35	4
36	7
37	5
38	7
39	3
40	2
41	3
42	1
43	2
44	1
45	1
46	9
47	4
48	11
49	4
50	1
51	1
52	4
53	17
54	1
55	17
56	20
57	2
58	8
59	4
60	1
61	7
62	6
63	4
64	2
65	10
66	4
67	1
68	3
69	9
70	3
71	11
72	1
73	5
74	32
75	11
76	7
77	17
78	16
79	5
80	18
81	4
82	2
83	3
84	2
85	35
86	8
87	4
88	6
89	2
90	5
91	12
92	1
93	9
94	4
95	4
96	19
97	1
98	4
99	7
100	8
101	3
102	8
103	10
104	20
105	51
106	8
107	8
108	15
109	3
110	22
111	7
112	2
113	40
114	8
115	10
116	8
117	1
118	22
119	15
120	28
121	23
122	79
123	28
124	22
125	2
126	41
127	4
128	18
129	4
130	62
131	34
132	99
133	2
134	32
135	222
136	60
137	13
138	48
139	3
140	4
141	98
142	106
143	78
144	535
