1	1
2	4
3	1
4	4
5	1
6	2
7	3
8	1
9	2
10	2
11	1
12	3
13	2
14	7
15	5
16	2
17	1
18	4
19	1
20	4
21	2
22	2
23	1
24	9
25	2
26	6
27	1
28	5
29	1
30	1
31	1
32	4
33	1
34	2
35	3
36	1
37	5
38	2
39	2
40	1
41	1
42	5
43	2
44	4
45	8
46	8
47	5
48	6
49	7
50	3
51	1
52	1
53	4
54	32
55	2
56	5
57	20
58	2
59	1
60	2
61	1
62	1
63	1
64	6
65	5
66	2
67	3
68	16
69	4
70	5
71	6
72	1
73	1
74	3
75	4
76	5
77	1
78	4
79	3
80	1
81	16
82	34
83	17
84	12
85	11
86	2
87	13
88	10
89	12
90	5
91	18
92	22
93	23
94	14
95	14
96	4
97	41
98	100
99	9
100	15
101	533
