1	1
2	1
3	1
4	2
5	1
6	1
7	2
8	1
9	1
10	4
11	1
12	1
13	3
14	1
15	4
16	1
17	1
18	1
19	1
20	3
21	2
22	1
23	1
24	1
25	2
26	6
27	1
28	1
29	1
30	2
31	1
32	1
33	1
34	1
35	2
36	1
37	1
38	3
39	1
40	2
41	5
42	1
43	1
44	1
45	1
46	10
47	2
48	1
49	3
50	3
51	1
52	1
53	3
54	4
55	2
56	1
57	1
58	1
59	1
60	2
61	1
62	4
63	1
64	7
65	2
66	1
67	1
68	3
69	3
70	1
71	5
72	5
73	2
74	1
75	1
76	9
77	1
78	3
79	2
80	2
81	3
82	4
83	2
84	4
85	4
86	2
87	5
88	6
89	1
90	4
91	1
92	3
93	1
94	11
95	1
96	10
97	1
98	14
99	6
100	7
101	6
102	3
103	22
104	8
105	4
106	3
107	2
108	5
109	4
110	11
111	1
112	13
113	6
114	5
115	3
116	10
117	6
118	17
119	9
120	12
121	12
122	3
123	14
124	6
125	4
126	1
127	16
128	2
129	11
130	7
131	28
132	9
133	4
134	1
135	3
136	2
137	9
138	2
139	18
140	8
141	9
142	29
143	2
144	31
145	32
146	1
147	1
148	10
149	5
150	19
151	10
152	4
153	85
154	1
155	18
156	8
157	54
158	12
159	25
160	20
161	5
162	16
163	36
164	32
165	36
166	19
167	52
168	7
169	14
170	78
171	82
172	350
173	71
174	532
