round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	1,2,	2,	3691043097.0	3691043097.0	0	-	-	I90	I90
1	1,1,	3,	2499060994.0	2499074126.0	1	-	-	I91	196
1	191,5,	5,	1404144.0	1417276.0	2	-	-	I89	I92
1	1,2,	1,	3677466690.0	3677466690.0	0	-	-	115	115
1		3,	1264691634.0	1264739702.0	1	-	-	I61	32
1	195,2,	4,	403653.0	451721.0	2	-	-	I60	I62
1		1,	1292549674.0	1292549674.0	0	-	-	12	12
1		1,	1292555762.0	1292555762.0	0	-	-	75	75
1	4,2,	2,	7126408554.0	7126408554.0	0	-	-	I144	I144
1	1,1,	6,	2521615096.0	2521615096.0	0	-	-	I145	I145
1	186,7,	8,	10479240.0	10479240.0	0	-	-	I143	I143
1		1,	1266518892.0	1266518892.0	0	-	-	109	109
1		1,	1266522724.0	1266522724.0	0	-	-	177	177
1	2,1,	2,	3729885614.0	3729885614.0	0	-	-	I162	I162
1	1,1,	3,	2525472874.0	2525472874.0	0	-	-	I163	I163
1	191,5,	5,	1689128.0	1689128.0	0	-	-	I161	I161
1		200,	1300842700.0	1300842700.0	0	-	-	I1	I1
1		1,	1300012116.0	1300012116.0	0	-	-	37	37
1		1,	1300007382.0	1300007382.0	0	-	-	61	61
1		2,	1270611473.0	1270611473.0	0	-	-	I41	I41
1	1,1,	1,	2503828722.0	2503828722.0	0	-	-	70	70
1	189,9,	3,	198000.0	198000.0	0	-	-	I40	I40
1	5,5,	3,	10994427070.0	10994427070.0	0	-	-	I82	I82
1	2,1,	10,	3687739371.0	3687739371.0	0	-	-	I84	I84
1	164,24,	13,	52063592.0	52063592.0	0	-	-	I81	I81
1	1,1,	7,	2482024721.0	2482024721.0	0	-	-	I58	I58
1	1,6,	2,	8060378647.0	8060378647.0	0	-	-	I64	I64
1	186,6,	9,	13606198.0	13606198.0	0	-	-	I57	I57
1	1,1,	5,	2498929150.0	2498929150.0	0	-	-	I68	I68
1	4,1,	2,	5971014934.0	5971014934.0	0	-	-	I72	I72
1	187,7,	7,	5391215.0	5391215.0	0	-	-	I67	I67
1	3,2,	5,	5960249135.0	5960249135.0	0	-	-	I85	I85
1	1,4,	5,	5959830685.0	5959830685.0	0	-	-	I89	I89
