1	2
2	4
3	1
4	2
5	2
6	4
7	3
8	4
9	4
10	2
11	3
12	1
13	4
14	1
15	1
16	2
17	2
18	3
19	3
20	1
21	4
22	5
23	2
24	4
25	1
26	1
27	2
28	1
29	2
30	1
31	4
32	7
33	1
34	3
35	3
36	1
37	2
38	14
39	1
40	2
41	2
42	1
43	4
44	3
45	2
46	1
47	2
48	2
49	5
50	7
51	6
52	9
53	3
54	1
55	4
56	8
57	1
58	10
59	6
60	1
61	16
62	3
63	6
64	28
65	7
66	13
67	1
68	5
69	6
70	1
71	12
72	3
73	14
74	3
75	14
76	7
77	7
78	8
79	3
80	13
81	8
82	22
83	11
84	15
85	8
86	40
87	36
88	3
89	37
90	7
91	22
92	17
93	43
94	7
95	36
96	30
97	18
98	45
99	43
100	201
101	226
102	103
103	190
104	184
105	536
