1	2
2	3
3	3
4	1
5	1
6	2
7	11
8	1
9	1
10	1
11	4
12	1
13	1
14	4
15	2
16	1
17	4
18	9
19	6
20	5
21	6
22	1
23	1
24	3
25	3
26	3
27	3
28	4
29	1
30	3
31	1
32	7
33	1
34	1
35	3
36	4
37	16
38	1
39	4
40	3
41	3
42	1
43	2
44	3
45	1
46	5
47	2
48	1
49	11
50	8
51	1
52	3
53	8
54	2
55	1
56	6
57	1
58	1
59	2
60	1
61	2
62	2
63	10
64	5
65	11
66	13
67	16
68	3
69	10
70	7
71	1
72	1
73	7
74	13
75	4
76	12
77	3
78	5
79	8
80	7
81	13
82	5
83	2
84	3
85	2
86	5
87	6
88	1
89	2
90	6
91	8
92	10
93	8
94	2
95	7
96	2
97	4
98	4
99	5
100	1
101	15
102	3
103	5
104	11
105	2
106	13
107	10
108	3
109	11
110	2
111	12
112	24
113	2
114	3
115	14
116	6
117	7
118	12
119	9
120	14
121	23
122	3
123	19
124	7
125	4
126	6
127	10
128	5
129	36
130	3
131	3
132	5
133	19
134	5
135	1
136	4
137	69
138	52
139	2
140	14
141	25
142	9
143	3
144	1
145	109
146	10
147	5
148	20
149	399
150	292
151	3
152	534
