cldae taxa	clade sizde	label	runtime	nodal dist
3527,7087,6246,6725,7003,4028,5298,3359,8427,4491,6475,9246,4371,8425,6840,6445,7475,5738,9621,8450,7849,7673,9611,4978,5108,4255,4650,9501,7037,5612,5782,9241,9633,9266,7443,7740,9588,5762,4962,4370,8646,6054,7793,7462,5448,4923,7498,7479,6945,7427,9155,3876	52	-	6173.940112113953	3
6892,9668,6259,8578,7375,8813,7367,6009,5851,6110,4119,9393,6144,3464,8786,5102,4044,4047,7795,7069,6465,3703,4705,8763,6194,4773,5005,5496,7871,3797,9696,6416,4513,6808	34	-	3862.815287590027	0
7629,9225,8736,7385,7074,7564,7484,6962,5000,9498,5272,3828,8499,8719,8659,5388,7694,6079,7907,4261,7997,4013,9018,9251,4064,5123,9041,6261,8117,8269,4685,8396,9010	33	-	4352.701609611511	0
3704,8681,5555,6823,6002,7055,5902,6340,6127,4434,5521,7342,7998,4450,6331,5031,9533,7706,7414,7890,3710,3531,3791,6080,5311,6161,4604,7526,9191,8960,7763,7172,7985,6759,6327,7704,5514,4905,5118,4050,8860,5293,4024,4473,9289,6584,6131,5597,7477,6636,3971,5932,7656,9089,5051,7688,3549,3380,8837,6258,5622,9574	62	-	8127.424300193787	0
6343,9460,4022,4671,3618,7249,8044,3544,4707,9256,4334,5248,3480,4971,9164,7262,6330,3512,7639,4750,7336,9725,8030,9675,8321,5198,6722,7833,8505,6480,9849,6849,4454,6653,8486,6252,9623,3602,3310,7467,6632,6322,9836,8254,4635,9197,7021,6170,9400,9104,8404,5683,4545,3523,9905,7363,3843,7988,6046,7380,6591,9300,3420,9805,8249,6745,6676,3494,5346	69	-	8525.867756605148	0
5917,5568,5721,8274,5300,6614,3957,3387,5889,3610,9212,8331,5321,8784,3884,5391,8240,4527,9051,6186,5607,6977,7957,7701,4548,6100,7296,8332,7122,8097,4476,9113,6732,9697,5242,4858,6621,3434,7544,3327,4338,8099,5542,6298,8972,9915,4999,6524,9760,6438	50	-	5675.417206048965	0
1221,544,1419,2745,3070,2477,1271,1727,1358,3140,854,1426,2758,19,215,2096,1878,2180,2462,2105,585,1396,1818,2327,997,176,451,2807,1912,1575,943,1832,2967,2070,95,1159,200,2721,1593,55,3237,1821,1647,2725,1773,701,3189,782,1333,2156,41,1690,920,259,2056,456,2902,2834,2636,62,2956,1877	62	-	7043.255349636078	0
1353,465,257,801,654,626,2799,3136,1866,2258,2898,3157,1781,1156,764,1307,2862,1962,2142,2115,1270,2801,1778,2619,3263,1594,2404,947,1040,122,1828,45,1748,1375,1923,3119,2355,747,2508,1220,3066,402,1824,2681,1082,2922,103,1972,1830,2417,1322,1372,841,1095,1016,3224,722,2705,2422,2041,1101,575	62	-	7007.855674266815	0
1087,561,1264,1026,524,1929,23,1414,2217,2363,3044,1625,86,2120,1998,1621,3234,1672,1320,2600,1046,1498,1582,678,917,504,203,1887,1055,1058,2273,794,1583,225,2841,212,1232,482,102,3079,990,826,677,1546,2044,2955,1494,1298,74,3193,1895,2474,33,2358,3209,3196,714	57	-	6452.312609434128	0
8308,9947,5949,8037,7552,3814,9416,8458,3693,7613,3739,3886,8563,6813,5186,9715,7127,7933,3433,9907,4932,9942,3300,6336,6739,7061,3285,3942,4796,4826,7334,3675,9671,5760,5484,7352,7269,4502,8355,7446,8605,9396,3547,5254,6369,8067,3424,6916,9768	49	-	5528.294390916824	0
7123,7257,5718,5125,6099,9260,4519,7918,6253,8345,7640,7186,3287,8158,3636,7859,6324,8200,8434,8010,7716,5520,5611,9806,6568,5116,4680,5318,5261,7660,7389,6628,9511,3545,9398,4363,5598,9526,3810,4810	40	-	4528.226537704468	0
6801,8618,7877,9748,9993,3444,7815,7081,8335,9932,7796,8525,5181,4847,5490,5358,7464,8024,5705,9095,4984,3355,7642,4406,4045,8785,5415,7921,6950,5147,5260,6157,3928,9929,3646,9003,4430,4329,8908,7398,4689,5392,5340,5183,5389,8048,8846	47	-	5301.720859050751	0
8374,7351,6798,6569,8675,8899,9524,3482,8293,4819,4526,9323,6441,3868,6819,3580,6075,6319,5853,8256,9284,6379,8936,4952,8120,4859,6191,6776,6898,8007,9519,3857,9693,3941,4698,9263,7946,6160,9349,6289,7585,4684,4400,3319,9033,4907,6563,7583,6519,5841,3881,6769,9028,4563,8165,7576,8186,7358,8709,7302,9875,3856,6981,4679,5613,4763,9370,6162	68	-	7667.167878866196	0
6502,7791,3546,7886,9503,3674,5065,6539,8930,7156,7649,3375,3735,7265,7191,8867,8492,8092,7268,6844,8712,6342,5284,9714,7838,5599,5101,9959,7048,5096,7359,4116,5255,3705,9756,8783,4614,6309	38	-	4308.541989326477	0
1762,721,143,765,2251,3262,2584,1542,2448,1483,421,2962,1181,2502,1376,865,241,1285,303,1915,1611,3225,867,716,1459,2659,1437,688,1175,1932,2133,13,3239,1462,2361,2640,1843,725,72,2617,2155,1598,1844,2869,1861,526,933,2396,1944,3004,2362,1595,2846	53	-	5999.433205366135	0
