round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	5,2,	1,	3838992101.0	3838992101.0	0	-	-	83	83
1		7,	647613098.0	647613098.0	0	-	-	I64	I64
1	191,2,	8,	4527542.0	4527542.0	0	-	-	I63	I63
1		1,	607727653.0	607727653.0	0	-	-	136	136
1		1,	607561368.0	607561368.0	0	-	-	31	31
1	2,3,	1,	2895678635.0	2895678635.0	0	-	-	102	102
1		5,	642400739.0	642491992.0	1	-	-	I12	I15
1	194,1,	6,	1960077.0	2051330.0	2	-	-	I11	I13
1	1,8,	2,	4822121937.0	4822510144.0	4	-	-	I97	I83
1	1,1,	9,	1199477661.0	1199477661.0	0	-	-	I98	I98
1	167,23,	11,	20331119.0	20331119.0	0	-	-	I96	I96
1		1,	633851288.0	633851288.0	0	-	-	127	127
1		1,	631590165.0	631590165.0	0	-	-	30	30
1		1,	633539930.0	633539930.0	0	-	-	161	161
1		1,	634825312.0	634825312.0	0	-	-	15	15
1		3,	623023625.0	623023625.0	0	-	-	I53	I53
1	2,1,	1,	1770602696.0	1770602696.0	0	-	-	54	54
1	195,2,	4,	457185.0	457185.0	0	-	-	I52	I52
1		1,	609697173.0	609706267.0	2	-	-	79	I60
1		1,	611232450.0	611241544.0	3	-	-	84	152
1		1,	643253170.0	643253170.0	0	-	-	18	18
1		1,	645703291.0	645703291.0	0	-	-	14	14
1	2,1,	10,	1747762591.0	1747762591.0	0	-	-	I32	I32
1	9,1,	3,	5101354051.0	5101354051.0	0	-	-	I41	I41
1	178,10,	13,	34155054.0	34155054.0	0	-	-	I31	I31
1	1,1,	3,	1315190840.0	1315190840.0	0	-	-	I141	I141
1	2,1,	2,	1927468995.0	1927468995.0	0	-	-	I143	I143
1	189,7,	5,	1276024.0	1276024.0	0	-	-	I140	I140
1	1,1,	1,	1255270556.0	1255270556.0	0	-	-	81	81
1		2,	643824427.0	643824427.0	0	-	-	I159	I159
1	192,6,	3,	91742.0	91742.0	0	-	-	I158	I158
1	22,29,	107,	12587672844.0	12609721625.0	2	-	-	I44	I20
1	27,80,	51,	6856536499.0	6878585280.0	3	-	-	I150	I21
1	20,23,	158,	12592796941.0	12592796941.0	0	-	-	I43	I43
1		1,	615402717.0	615421736.0	3	-	-	139	76
1		1,	617393751.0	617412770.0	2	-	-	4	I112
1		4,	624290697.0	624290697.0	0	-	-	I117	I117
1	1,3,	1,	2329813033.0	2329813033.0	0	-	-	120	120
1	195,1,	5,	1269842.0	1269842.0	0	-	-	I116	I116
1		1,	603051192.0	603051192.0	0	-	-	64	64
1		1,	604566903.0	604566903.0	0	-	-	28	28
1	51,107,	23,	1136649559.0	1136649559.0	0	-	-	I21	I21
1	13,10,	158,	9341383558.0	9363432339.0	1	-	-	I43	I44
1	17,3,	181,	8532435194.0	8554483975.0	2	-	-	I20	I150
1		1,	655730431.0	655730431.0	0	-	-	46	46
1		1,	658240357.0	658240357.0	0	-	-	21	21
1		1,	679616237.0	679621057.0	3	-	-	1	192
1		1,	677042774.0	677047594.0	2	-	-	58	I88
1		4,	658228715.0	658228715.0	0	-	-	I147	I147
1	1,3,	1,	2459499382.0	2459499382.0	0	-	-	111	111
1	194,2,	5,	1132724.0	1132724.0	0	-	-	I146	I146
1	1,2,	5,	1837978153.0	1837978153.0	0	-	-	I100	I100
1	4,1,	3,	2936954175.0	2936954175.0	0	-	-	I104	I104
1	192,1,	8,	7199165.0	7199165.0	0	-	-	I99	I99
1		1,	625789258.0	625789258.0	0	-	-	171	171
1		1,	625986796.0	625986796.0	0	-	-	91	91
1	1,2,	1,	1793873268.0	1793873268.0	0	-	-	160	160
1		3,	630996483.0	630996483.0	0	-	-	I35	I35
1	192,5,	4,	370470.0	370470.0	0	-	-	I34	I34
1	11,23,	1,	11672412254.0	11676399117.0	3	-	-	11	I106
1		34,	566927103.0	572232367.0	4	-	-	I73	I58
1	147,19,	35,	612515431.0	612515431.0	0	-	-	I72	I72
1		3,	643090459.0	643105385.0	2	-	-	I128	I126
1	2,1,	1,	1829382995.0	1829397921.0	3	-	-	101	78
1	196,1,	4,	359242.0	359242.0	0	-	-	I127	I127
1	158,23,	3,	131048725.0	131048725.0	0	-	-	I18	I18
1	1,2,	181,	1699963986.0	1699963986.0	0	-	-	I20	I20
1	8,9,	184,	7632214618.0	7632214618.0	0	-	-	I17	I17
1	1,1,	1,	1258549985.0	1258549985.0	0	-	-	41	41
1		2,	645450490.0	645450490.0	0	-	-	I156	I156
1	196,2,	3,	122111.0	122111.0	0	-	-	I155	I155
1	3,10,	10,	6258631737.0	6258631737.0	0	-	-	I22	I22
1	1,9,	13,	5024374745.0	5024374745.0	0	-	-	I31	I31
1	20,158,	23,	216215905.0	216215905.0	0	-	-	I21	I21
1		193,	616378627.0	616378627.0	0	-	-	I8	I8
1	184,9,	1,	6920542.0	6920542.0	0	-	-	124	124
1	2,5,	194,	3817734559.0	3817734559.0	0	-	-	I7	I7
1	5,2,	14,	4010454466.0	4010454466.0	0	-	-	I131	I131
1	12,2,	7,	6962298829.0	6962298829.0	0	-	-	I144	I144
1	174,6,	21,	146578192.0	146578192.0	0	-	-	I130	I130
1		5,	613972927.0	613972927.0	0	-	-	I116	I116
1	1,4,	1,	2847974678.0	2847974678.0	0	-	-	35	35
1	194,1,	6,	2512418.0	2512418.0	0	-	-	I115	I115
1	2,1,	6,	1759868297.0	1759868297.0	0	-	-	I76	I76
1	5,1,	3,	3349643087.0	3349643087.0	0	-	-	I81	I81
1	178,14,	9,	11138571.0	11138571.0	0	-	-	I75	I75
1	1,1,	1,	1228632199.0	1228632199.0	0	-	-	184	184
1		2,	630632579.0	630632579.0	0	-	-	I39	I39
1	196,2,	3,	148189.0	148189.0	0	-	-	I38	I38
1		2,	643922002.0	643922002.0	0	-	-	I105	I105
1	1,1,	1,	1256671364.0	1256671364.0	0	-	-	34	34
1	193,5,	3,	98995.0	98995.0	0	-	-	I104	I104
1	5,1,	1,	3375927235.0	3375927235.0	0	-	-	27	27
1		6,	634946532.0	634946532.0	0	-	-	I11	I11
1	192,2,	7,	3807604.0	3807604.0	0	-	-	I10	I10
1	2,3,	4,	2844069513.0	2844469831.0	3	-	-	I34	168
1	3,1,	5,	2321846501.0	2322246819.0	2	-	-	I37	I32
1	191,1,	9,	11373320.0	11373320.0	0	-	-	I33	I33
1		1,	642633286.0	642633286.0	0	-	-	85	85
1		1,	647309488.0	647309488.0	0	-	-	182	182
1	5,7,	2,	6267191173.0	6267191173.0	0	-	-	I132	I132
1	1,1,	12,	1305284986.0	1305629292.0	1	-	-	I133	I140
1	180,7,	14,	40052578.0	40396884.0	2	-	-	I131	I134
1		4,	627207165.0	627207165.0	0	-	-	I185	I185
1	3,1,	1,	2376922697.0	2377051536.0	3	-	-	63	I180
1	193,3,	5,	1302688.0	1302688.0	0	-	-	I184	I184
1		1,	633630412.0	633630412.0	0	-	-	126	126
1		1,	634011683.0	634011683.0	0	-	-	154	154
1	1,4,	3,	2921018637.0	2921400215.0	2	-	-	I182	I180
1	1,2,	5,	1822167496.0	1822549074.0	3	-	-	I184	I188
1	188,5,	8,	5977051.0	5977051.0	0	-	-	I181	I181
1	1,1,	1,	1209378232.0	1209378232.0	0	-	-	68	68
1		2,	611757020.0	611757020.0	0	-	-	I121	I121
1	188,10,	3,	110718.0	110718.0	0	-	-	I120	I120
1		1,	628616988.0	628616988.0	0	-	-	26	26
1		1,	628085019.0	628085019.0	0	-	-	13	13
1		199,	628725637.0	628725637.0	0	-	-	I2	I2
1	0,1,	200,	629252262.0	629252262.0	0	-	-	I1	I1
1		1,	631212338.0	631212338.0	0	-	-	118	118
1		1,	635311115.0	635311115.0	0	-	-	55	55
1		3,	652257048.0	652257048.0	0	-	-	I68	I68
1	2,1,	1,	1851359736.0	1851359736.0	0	-	-	106	106
1	196,1,	4,	291937.0	291937.0	0	-	-	I67	I67
1	2,3,	1,	2851503258.0	2851503258.0	0	-	-	94	94
1		5,	613335963.0	613335963.0	0	-	-	I77	I77
1	192,3,	6,	2462657.0	2462657.0	0	-	-	I76	I76
1		1,	633808072.0	633816195.0	3	-	-	131	95
1		1,	631816955.0	631825078.0	2	-	-	130	I118
1		1,	620300464.0	620300464.0	0	-	-	188	188
1		1,	621244255.0	621244255.0	0	-	-	178	178
1		1,	622639578.0	622649950.0	3	-	-	155	20
1		1,	621105090.0	621115462.0	2	-	-	6	I81
1	68,11,	1,	11003705369.0	11005631828.0	3	-	-	0	I124
1		79,	559488018.0	561414477.0	2	-	-	I46	I44
1	94,27,	80,	4766755196.0	4766755196.0	0	-	-	I45	I45
1	7,2,	13,	4883715819.0	4883715819.0	0	-	-	I180	I180
1	5,8,	9,	6598244299.0	6598336623.0	1	-	-	I192	I194
1	150,29,	22,	133089864.0	133182188.0	2	-	-	I179	I193
1		2,	599839867.0	599839867.0	0	-	-	I56	I56
1	1,1,	1,	1171365785.0	1171365785.0	0	-	-	167	167
1	190,8,	3,	154613.0	154613.0	0	-	-	I55	I55
1	1,1,	3,	1254288421.0	1254379674.0	3	-	-	I13	102
1	1,2,	2,	1833597983.0	1833689236.0	2	-	-	I15	I11
