cldae taxa	clade sizde	label	runtime	nodal dist
327	1	327	13.077270984649658	0
425	1	425	13.112445592880249	0
2056,1736	2	I392	13.057150840759277	0
3407,5561	2	I439	13.067559719085693	0
4508	1	4508	13.124118328094482	0
2657,294,3041	3	I382	13.0603666305542	0
941	1	941	13.103123188018799	0
1394	1	1394	13.123212337493896	0
2683	1	2683	13.071774244308472	0
2374	1	2374	13.06505799293518	0
8144	1	8144	13.087101936340332	0
9857	1	9857	13.09100341796875	0
7194,7137,8971,6783,6984	5	I50	12.983173370361328	1
3001	1	3001	13.070643663406372	0
4363	1	4363	13.088786125183105	0
2344	1	2344	13.083702564239502	0
6457	1	6457	13.101547002792358	0
6938	1	6938	13.117280960083008	0
8303	1	8303	13.088792562484741	0
7147	1	7147	13.092049360275269	0
5928	1	5928	13.072681188583374	0
1533,5523,323,4363,191,619,1662,4987,5631	9	I213	12.884886741638184	0
6282,6720,7304	3	I66	13.033143043518066	0
5375	1	5375	13.067770719528198	0
4316	1	4316	13.080227851867676	0
1533,5523,323	3	I219	13.050119876861572	0
3487	1	3487	13.063531637191772	0
5983,9117	2	I161	13.045188426971436	0
5277	1	5277	13.100298404693604	0
5989,9886	2	I28	13.052685260772705	0
7533	1	7533	13.078543901443481	0
3407	1	3407	13.123846769332886	0
7341,9718	2	I59	13.070878982543945	0
2927,3696,3746,2014	4	I450	12.997628688812256	0
3796,2071,4616,2374,2513,4920,4239,3458,2004,3104,2465,425	12	I464	12.868344068527222	0
2535,2334,603,2732,4852,460,2318,1489,507,870,5225,4317,2439,1133,4713,979,4840,5083,4653,820,974,5424,738,4933,984,5162,1487,2076,5442,1386	30	I318	12.485600471496582	0
5985	1	5985	13.06277322769165	0
4825,598	2	I258	13.07531213760376	0
8469,9539,7386,6359,9929,6194,9052,6948,7535	9	I197	12.912840843200684	0
4363,191,619,1662,4987	5	I215	12.986109256744385	0
9003,5806,7330,6785	4	I77	13.05375599861145	0
5650,3486,2300,135,475,3234,3649,4652,3809,3279	10	I372	12.888258218765259	0
6411,5913,6850	3	I191	13.041449308395386	0
1492,5629	2	I389	13.074657917022705	0
4508,1061,28	3	I403	13.025298833847046	0
3254,5254,4448,4104,5467,2255,4689,4508,1061,28,808,4069,4823	13	I399	12.859578132629395	0
95	1	95	13.135063648223877	0
6058	1	6058	13.063539981842041	0
2744	1	2744	13.079498291015625	0
3538	1	3538	13.10372018814087	0
3846	1	3846	13.046520948410034	0
6938,7997,6385,6174	4	I151	13.022271633148193	0
5424,738	2	I327	13.062533140182495	0
2231,2161,2056,1736	4	I391	13.000501871109009	0
5277,2390,999	3	I353	13.048488140106201	0
9200	1	9200	13.074289083480835	0
6411,5913,6850,9578,8064,6814,9247,7582,8080,5970,5726,8490,6981	13	I181	12.806689739227295	0
8914	1	8914	13.058887720108032	0
