1	1
2	1
3	2
4	1
5	3
6	2
7	3
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	8
16	1
17	2
18	1
19	3
20	2
21	4
22	1
23	3
24	1
25	1
26	4
27	3
28	1
29	4
30	1
31	3
32	3
33	1
34	1
35	1
36	2
37	2
38	1
39	2
40	3
41	1
42	3
43	9
44	1
45	1
46	1
47	2
48	1
49	3
50	1
51	2
52	2
53	7
54	6
55	1
56	1
57	10
58	1
59	5
60	2
61	1
62	10
63	12
64	2
65	2
66	4
67	7
68	17
69	1
70	4
71	12
72	2
73	22
74	5
75	6
76	8
77	2
78	6
79	2
80	5
81	1
82	3
83	8
84	1
85	5
86	5
87	6
88	1
89	2
90	7
91	2
92	1
93	18
94	4
95	1
96	1
97	12
98	2
99	9
100	16
101	6
102	3
103	16
104	12
105	10
106	14
107	15
108	7
109	1
110	13
111	34
112	6
113	28
114	8
115	6
116	4
117	2
118	3
119	8
120	24
121	29
122	16
123	5
124	13
125	39
126	25
127	13
128	21
129	15
130	46
131	37
132	1
133	4
134	14
135	45
136	11
137	6
138	10
139	188
140	533
