round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	1,2,	1,	3705665645.0	3705665645.0	0	-	-	175	175
1		3,	1273918005.0	1273940421.0	1	-	-	I11	23
1	196,1,	4,	369600.0	392016.0	2	-	-	I10	I12
1		1,	1263986852.0	1264008235.0	3	-	-	187	105
1		1,	1263989231.0	1264010614.0	2	-	-	176	I22
1		4,	1270960270.0	1270960270.0	0	-	-	I70	I70
1	2,2,	1,	4852263921.0	4852263921.0	0	-	-	119	119
1	195,1,	5,	1582883.0	1582883.0	0	-	-	I69	I69
1	119,22,	39,	4462211631.0	4462211631.0	0	-	-	I15	I15
1	26,13,	141,	26232447039.0	26232447039.0	0	-	-	I53	I53
1	12,9,	180,	19276404798.0	19276404798.0	0	-	-	I14	I14
1		1,	1273118443.0	1273118443.0	0	-	-	165	165
1		1,	1273148286.0	1273148286.0	0	-	-	155	155
1	1,1,	1,	2527739167.0	2527739167.0	0	-	-	56	56
1		2,	1283264065.0	1283264065.0	0	-	-	I105	I105
1	197,1,	3,	145334.0	145334.0	0	-	-	I104	I104
1	3,1,	4,	4901926736.0	4901926736.0	0	-	-	I109	I109
1	2,2,	4,	4900434649.0	4900434649.0	0	-	-	I112	I112
1	185,8,	8,	8704026.0	8704026.0	0	-	-	I108	I108
1		2,	1281347251.0	1281347251.0	0	-	-	I131	I131
1	1,1,	1,	2524101248.0	2524101248.0	0	-	-	117	117
1	194,4,	3,	192054.0	192054.0	0	-	-	I130	I130
1		2,	1263732894.0	1263732894.0	0	-	-	I26	I26
1	1,1,	1,	2488630241.0	2488630241.0	0	-	-	40	40
1	196,2,	3,	91470.0	91470.0	0	-	-	I25	I25
1	2,2,	1,	4862775161.0	4862775161.0	0	-	-	13	13
1		4,	1272936791.0	1272936791.0	0	-	-	I197	I197
1	194,2,	5,	992735.0	992735.0	0	-	-	I196	I196
1		1,	1257946755.0	1257946755.0	0	-	-	17	17
1		1,	1257949892.0	1257949892.0	0	-	-	35	35
1	1,7,	189,	9127632596.0	9127632596.0	0	-	-	I5	I5
1	180,9,	8,	36669969.0	36669969.0	0	-	-	I193	I193
1	2,2,	197,	4863812935.0	4863812935.0	0	-	-	I4	I4
1		1,	1262508737.0	1262508737.0	0	-	-	61	61
1		1,	1262508737.0	1262508737.0	0	-	-	113	113
1	1,3,	25,	4805441388.0	4805441388.0	0	-	-	I141	I141
1	4,21,	4,	21147940400.0	21147940400.0	0	-	-	I165	I165
1	146,26,	29,	591009372.0	591009372.0	0	-	-	I140	I140
1	26,29,	64,	27471400731.0	27471400731.0	0	-	-	I76	I76
1	45,19,	55,	25253793664.0	25253793664.0	0	-	-	I139	I139
1	60,22,	119,	21241502222.0	21241502222.0	0	-	-	I75	I75
1		1,	1263677480.0	1263677480.0	0	-	-	160	160
1		1,	1263656338.0	1263656338.0	0	-	-	72	72
1	1,1,	5,	2484488989.0	2484488989.0	0	-	-	I147	I147
1	1,4,	2,	5924123816.0	5924123816.0	0	-	-	I151	I151
1	192,2,	7,	5208883.0	5208883.0	0	-	-	I146	I146
1		1,	1272528285.0	1272528285.0	0	-	-	191	191
1		1,	1272538104.0	1272538104.0	0	-	-	138	138
1	1,2,	9,	3740003040.0	3740003040.0	0	-	-	I79	I79
1	7,2,	3,	10206951822.0	10206951822.0	0	-	-	I87	I87
1	182,7,	12,	39388734.0	39388734.0	0	-	-	I78	I78
1		1,	1261919340.0	1261919340.0	0	-	-	130	130
1		1,	1261919899.0	1261919899.0	0	-	-	179	179
1		1,	1256448370.0	1256448370.0	0	-	-	131	131
1		1,	1256441896.0	1256441896.0	0	-	-	71	71
1		1,	1271469797.0	1271469797.0	0	-	-	122	122
1		1,	1271466331.0	1271466331.0	0	-	-	3	3
1	2,1,	24,	3700177788.0	3700177788.0	0	-	-	I99	I99
1	16,8,	3,	21150242232.0	21150242232.0	0	-	-	I122	I122
1	158,16,	27,	489688374.0	489688374.0	0	-	-	I98	I98
1	5,7,	1,	12719584380.0	12719584380.0	0	-	-	47	47
1		12,	1263879460.0	1263879460.0	0	-	-	I17	I17
1	162,26,	13,	44668236.0	44668236.0	0	-	-	I16	I16
