1	4
2	2
3	2
4	1
5	2
6	2
7	3
8	1
9	1
10	2
11	1
12	1
13	3
14	2
15	4
16	5
17	3
18	1
19	1
20	3
21	1
22	4
23	4
24	1
25	2
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	4
35	2
36	4
37	1
38	4
39	5
40	1
41	8
42	2
43	1
44	1
45	1
46	4
47	1
48	2
49	2
50	3
51	2
52	1
53	2
54	4
55	5
56	1
57	2
58	3
59	5
60	1
61	2
62	1
63	11
64	1
65	1
66	1
67	3
68	5
69	1
70	1
71	2
72	7
73	1
74	1
75	1
76	1
77	7
78	1
79	3
80	2
81	4
82	1
83	5
84	6
85	1
86	1
87	3
88	1
89	3
90	4
91	1
92	1
93	2
94	6
95	8
96	2
97	1
98	1
99	1
100	3
101	3
102	3
103	1
104	3
105	4
106	2
107	2
108	14
109	1
110	3
111	1
112	4
113	4
114	1
115	10
116	11
117	1
118	1
119	1
120	4
121	2
122	1
123	1
124	5
125	1
126	3
127	1
128	9
129	1
130	2
131	1
132	2
133	2
134	1
135	4
136	6
137	4
138	9
139	2
140	1
141	1
142	8
143	1
144	1
145	1
146	6
147	3
148	11
149	6
150	5
151	2
152	3
153	4
154	26
155	15
156	2
157	1
158	11
159	26
160	9
161	13
162	1
163	3
164	36
165	2
166	5
167	3
168	11
169	2
170	3
171	3
172	17
173	5
174	6
175	3
176	2
177	10
178	2
179	2
180	4
181	1
182	2
183	2
184	75
185	4
186	3
187	4
188	2
189	28
190	3
191	6
192	17
193	9
194	8
195	4
196	2
197	5
198	40
199	10
200	4
201	3
202	19
203	99
204	92
205	277
206	4
207	16
208	10
209	531
