round	size:children	size:sibling	score_before	score_after	nodal dist	dist from previous source	dist from previous dest	label:soure	label:dest
1	4,15,	10,	17616328868.0	17616328868.0	0	-	-	I141	I141
1	5,5,	19,	10610295540.0	10610295540.0	0	-	-	I150	I150
1	144,28,	29,	619359616.0	619359616.0	0	-	-	I140	I140
1	2,1,	12,	3529650714.0	3529650714.0	0	-	-	I83	I83
1	7,5,	3,	12183502417.0	12183502417.0	0	-	-	I94	I94
1	180,6,	15,	66142158.0	66142158.0	0	-	-	I82	I82
1	1,5,	3,	6578753703.0	6578753703.0	0	-	-	I60	I60
1	2,1,	6,	3455414844.0	3455414844.0	0	-	-	I62	I62
1	189,3,	9,	15146026.0	15146026.0	0	-	-	I59	I59
1		1,	1217180586.0	1217180586.0	0	-	-	82	82
1		1,	1217180987.0	1217180987.0	0	-	-	64	64
1		3,	1236714832.0	1236714832.0	0	-	-	I46	I46
1	2,1,	1,	3593412758.0	3593412758.0	0	-	-	98	98
1	188,9,	4,	364253.0	364253.0	0	-	-	I45	I45
1	1,1,	1,	2350109585.0	2350109585.0	0	-	-	134	134
1		2,	1194575629.0	1194575629.0	0	-	-	I53	I53
1	197,1,	3,	79596.0	79596.0	0	-	-	I52	I52
1		1,	1230735822.0	1230735822.0	0	-	-	35	35
1		1,	1230735034.0	1230735034.0	0	-	-	26	26
1		1,	1192591362.0	1192591362.0	0	-	-	176	176
1		1,	1192590584.0	1192590584.0	0	-	-	119	119
1		1,	1272241892.0	1272241892.0	0	-	-	123	123
1		1,	1272244614.0	1272244614.0	0	-	-	160	160
1		3,	1216877052.0	1216877052.0	0	-	-	I92	I92
1	2,1,	1,	3533753802.0	3533753802.0	0	-	-	1	1
1	194,3,	4,	727718.0	727718.0	0	-	-	I91	I91
1	2,1,	4,	3699829767.0	3699829767.0	0	-	-	I8	I8
1	1,3,	3,	4855942248.0	4855942248.0	0	-	-	I11	I11
1	191,3,	7,	6432458.0	6432458.0	0	-	-	I7	I7
1		1,	1224719166.0	1224719166.0	0	-	-	159	159
1		1,	1224719166.0	1224719166.0	0	-	-	100	100
1		2,	1216622299.0	1216622299.0	0	-	-	I90	I90
1	1,1,	1,	2393856056.0	2393856056.0	0	-	-	91	91
1	194,4,	3,	186516.0	186516.0	0	-	-	I89	I89
1	1,1,	1,	2434411785.0	2434411785.0	0	-	-	184	184
1		2,	1236674510.0	1236694095.0	1	-	-	I47	149
1	197,1,	3,	53667.0	73252.0	2	-	-	I46	97
1		1,	1253363266.0	1253363266.0	0	-	-	44	44
1		1,	1253363266.0	1253363266.0	0	-	-	67	67
1		1,	1228716629.0	1228716629.0	0	-	-	122	122
1		1,	1228726457.0	1228726457.0	0	-	-	154	154
1		2,	1272388349.0	1272388349.0	0	-	-	I199	I199
1	1,1,	1,	2505531685.0	2505531685.0	0	-	-	61	61
1	195,3,	3,	120384.0	120384.0	0	-	-	I198	I198
1		1,	1216234827.0	1216234827.0	0	-	-	6	6
1		1,	1216234827.0	1216234827.0	0	-	-	74	74
1	1,2,	2,	3637125285.0	3637125285.0	0	-	-	I154	I154
1	1,1,	3,	2463700510.0	2463700510.0	0	-	-	I155	I155
1	187,9,	5,	1745772.0	1745772.0	0	-	-	I153	I153
1		1,	1220654406.0	1220654406.0	0	-	-	177	177
1		1,	1220656770.0	1220656770.0	0	-	-	143	143
1	1,2,	3,	3699791160.0	3699791160.0	0	-	-	I196	I196
1	2,1,	3,	3699928626.0	3699928626.0	0	-	-	I198	I198
1	2,193,	6,	3642990.0	3642990.0	0	-	-	I195	I195
1	1,3,	3,	4634872638.0	4634872638.0	0	-	-	I89	I89
1	1,2,	4,	3532304955.0	3532304955.0	0	-	-	I91	I91
1	189,5,	7,	6599546.0	6599546.0	0	-	-	I88	I88
1		1,	1251353139.0	1251353139.0	0	-	-	7	7
1		1,	1251354318.0	1251354318.0	0	-	-	53	53
1	2,13,	7,	14073553368.0	14073553368.0	0	-	-	I50	I50
1	3,4,	15,	7559607536.0	7559607536.0	0	-	-	I56	I56
1	109,70,	22,	245982874.0	245982874.0	0	-	-	I49	I49
1		1,	1230586884.0	1230586884.0	0	-	-	4	4
1		1,	1230586100.0	1230586100.0	0	-	-	150	150
1	1,1,	1,	2345805214.0	2345805214.0	0	-	-	37	37
1		2,	1192534586.0	1192534586.0	0	-	-	I65	I65
1	196,2,	3,	188496.0	188496.0	0	-	-	I64	I64
1	4,1,	18,	5716280856.0	5716280856.0	0	-	-	I118	I118
1	10,8,	5,	16621617993.0	16621617993.0	0	-	-	I135	I135
1	162,16,	23,	291456844.0	291456844.0	0	-	-	I117	I117
1		2,	1228912705.0	1228912705.0	0	-	-	I132	I132
1	1,1,	1,	2418880804.0	2418880804.0	0	-	-	182	182
1	197,1,	3,	112862.0	112862.0	0	-	-	I131	I131
1		1,	1250690966.0	1250709578.0	2	-	-	141	I189
1		1,	1250690966.0	1250709578.0	3	-	-	102	34
1		1,	1220564574.0	1220567529.0	3	-	-	69	I137
1		1,	1220566544.0	1220569499.0	2	-	-	136	I136
1	1,1,	1,	2394494107.0	2394494107.0	0	-	-	190	190
1		2,	1216898591.0	1216898591.0	0	-	-	I87	I87
1	196,2,	3,	187110.0	187110.0	0	-	-	I86	I86
1		1,	1216944830.0	1216944830.0	0	-	-	18	18
1		1,	1216915159.0	1216915159.0	0	-	-	152	152
1		1,	1190734243.0	1190734243.0	0	-	-	56	56
1		1,	1190733567.0	1190733567.0	0	-	-	75	75
1		3,	1237815836.0	1237815836.0	0	-	-	I34	I34
1	2,1,	1,	3596322912.0	3596322912.0	0	-	-	39	39
1	195,2,	4,	567163.0	567163.0	0	-	-	I33	I33
1		1,	1272463539.0	1272463539.0	0	-	-	120	120
1		1,	1272463539.0	1272463539.0	0	-	-	77	77
1		1,	1251498474.0	1251498474.0	0	-	-	20	20
1		1,	1251497256.0	1251497256.0	0	-	-	48	48
1	1,1,	2,	2416516506.0	2416516506.0	0	-	-	I124	I124
1	1,1,	2,	2416261194.0	2416285228.0	1	-	-	I125	8
1	196,1,	4,	502744.0	526778.0	2	-	-	I123	40
1	1,1,	1,	2392090290.0	2392090290.0	0	-	-	138	138
1		2,	1215706450.0	1215706450.0	0	-	-	I95	I95
1	186,12,	3,	184734.0	184734.0	0	-	-	I94	I94
1	3,2,	5,	5767625337.0	5767625337.0	0	-	-	I142	I142
1	4,1,	5,	5766996950.0	5766996950.0	0	-	-	I146	I146
1	172,19,	10,	20558094.0	20558094.0	0	-	-	I141	I141
1	1,1,	2,	2414363390.0	2414363390.0	0	-	-	I114	I114
1	1,1,	2,	2414332182.0	2414332182.0	0	-	-	I115	I115
1	196,1,	4,	653843.0	653843.0	0	-	-	I113	I113
1		1,	1215732879.0	1215732879.0	0	-	-	109	109
1		1,	1215732879.0	1215732879.0	0	-	-	78	78
1	1,3,	15,	4770657152.0	4770657152.0	0	-	-	I151	I151
1	14,1,	4,	14912099655.0	14912099655.0	0	-	-	I165	I165
1	172,10,	19,	169058708.0	169058708.0	0	-	-	I150	I150
1		1,	1251067552.0	1251067552.0	0	-	-	36	36
1		1,	1251074294.0	1251074294.0	0	-	-	70	70
1	182,1,	10,	148641750.0	148641750.0	0	-	-	I4	I4
1	7,3,	183,	11022521720.0	11022521720.0	0	-	-	I13	I13
1	2,6,	193,	9109874992.0	9109874992.0	0	-	-	I3	I3
1		1,	1215186100.0	1215186100.0	0	-	-	165	165
1		1,	1215186100.0	1215186100.0	0	-	-	89	89
1	1,1,	1,	2462928058.0	2462928058.0	0	-	-	108	108
1		2,	1251041524.0	1251041524.0	0	-	-	I167	I167
1	197,1,	3,	83754.0	83754.0	0	-	-	I166	I166
1	28,29,	125,	25647449934.0	25647449934.0	0	-	-	I15	I15
1	92,33,	57,	8350240500.0	8350240500.0	0	-	-	I139	I139
1	18,1,	182,	18000233034.0	18000233034.0	0	-	-	I14	I14
1		1,	1272470827.0	1272470827.0	0	-	-	33	33
1		1,	1272470827.0	1272470827.0	0	-	-	30	30
1		1,	1230699801.0	1230699801.0	0	-	-	105	105
1		1,	1230697708.0	1230697708.0	0	-	-	31	31
1		1,	1223694364.0	1223694364.0	0	-	-	71	71
1		1,	1223693833.0	1223693833.0	0	-	-	181	181
1		1,	1248574551.0	1248574551.0	0	-	-	116	116
1		1,	1248575142.0	1248575142.0	0	-	-	113	113
1	2,2,	1,	4689299098.0	4689299098.0	0	-	-	65	65
1		4,	1230278216.0	1230278216.0	0	-	-	I143	I143
1	191,5,	5,	1807723.0	1807723.0	0	-	-	I142	I142
1	2,2,	23,	4761126816.0	4761126816.0	0	-	-	I170	I170
1	5,18,	4,	20028887886.0	20028887886.0	0	-	-	I192	I192
1	173,1,	27,	449464620.0	449464620.0	0	-	-	I169	I169
1		1,	1226495415.0	1226495415.0	0	-	-	170	170
1		1,	1226495219.0	1226495219.0	0	-	-	124	124
1	1,1,	1,	2395033577.0	2395033577.0	0	-	-	200	200
1		2,	1216989383.0	1216989383.0	0	-	-	I100	I100
1	197,1,	3,	184336.0	184336.0	0	-	-	I99	I99
1		2,	1237327829.0	1237327829.0	0	-	-	I43	I43
1	1,1,	1,	2435519634.0	2435519634.0	0	-	-	175	175
1	197,1,	3,	102762.0	102762.0	0	-	-	I42	I42
