cldae taxa	clade sizde	label	runtime	nodal dist
5300,4718,9538,4169,3814,4516	6	I13	4.501049041748047	0
5168,5946	2	I108	4.750863075256348	2
8867,4780,7160,8671,7173	5	I104	4.849676847457886	0
616	1	616	4.910398244857788	0
1261,1163,1974,467,3374,2629,2487,3174,993,2075	10	I140	4.7129809856414795	0
9442,8352	2	I64	4.893018484115601	0
2497,1843,2608	3	I187	4.881948709487915	0
107,799,1912,616,1985,3052,2155	7	I134	4.7731032371521	0
8526,3985,7500,9944,7946,5293,9806	7	I6	4.792423486709595	0
3691	1	3691	4.912519216537476	0
7121,3995,8353,9745,8026,8729,3691	7	I41	4.806564807891846	2
9076	1	9076	4.89613676071167	0
3995	1	3995	4.9070093631744385	0
4951,4541,8225,7520,7788,6788,4036,7258,4020,4462	10	I49	4.727751731872559	0
2497,1843,2608,890,3645,1263,2644,1994,2401,385	10	I180	4.729893922805786	3
6809,7815,4327,9643,6789,4521	6	I99	4.819009780883789	0
8671	1	8671	4.902845859527588	0
5695	1	5695	4.914469480514526	0
8004,7545,4598,6076,6666	5	I83	4.829015254974365	0
4598	1	4598	4.9097888469696045	0
4748,6750,3946	3	I70	4.865694999694824	0
2922,1300,2615	3	I162	4.847807168960571	0
8662	1	8662	4.903097629547119	0
4209	1	4209	4.914417743682861	0
8586	1	8586	4.900299549102783	0
2497	1	2497	4.9086010456085205	0
7090	1	7090	4.9242634773254395	0
1261,1163,1974,467	4	I146	4.828232288360596	0
4459	1	4459	4.901575803756714	0
2354	1	2354	4.92756462097168	0
1697,949	2	I158	4.889209032058716	0
8867,4780,7160	3	I106	4.874558687210083	0
5390	1	5390	4.920992374420166	0
2629,2487,3174	3	I143	4.852025032043457	0
1261,1163,1974	3	I147	4.8777689933776855	0
48,2368,3311,3181,2923,332,3458,1256,2080,3619,812,2353,2497,1843,2608,890,3645,1263,2644,1994,2401,385,15,2500	24	I176	4.4421398639678955	0
332,3458,1256	3	I193	4.856985092163086	2
8352	1	8352	4.899994134902954	0
9943,9723,5695,8738,9242	5	I121	4.845582485198975	0
4567,4876	2	I97	4.882819890975952	1
2075	1	2075	4.913945198059082	0
3092	1	3092	4.90682053565979	0
4584,7804	2	I38	4.878623008728027	0
2354,625	2	I169	4.883859395980835	0
4951,4541,8225	3	I56	4.87679386138916	0
2629,2487,3174,993,2075	5	I141	4.808672666549683	0
5168,5946,8867,4780,7160,8671,7173,6809,7815,4327,9643,6789,4521,4567,4876,5744,7724,9457,9848,5179,9191,5539,5591,8004,7545,4598,6076,6666,9781,9091,8677,4123,4133,6873,4988,3885,6535,3704,4748,6750,3946,8662,7247,4158	44	I66	4.068930149078369	0
7258	1	7258	4.914744853973389	0
3374	1	3374	4.894237518310547	0
5744,7724	2	I96	4.894157886505127	0
1167	1	1167	4.916125297546387	0
7121,3995,8353,9745,8026	5	I43	4.830125093460083	0
9442,8352,5872,6229,9792,9309	6	I60	4.818248271942139	0
5872,6229,9792,9309	4	I61	4.863001823425293	0
48,2368,3311,3181,2923,332,3458,1256,2080,3619,812,2353,2497,1843,2608,890,3645,1263,2644,1994,2401,385,15,2500,3122,2285,1335,837,1913,2201,3230,1921,2354,625,705,112,2922,1300,2615,760,1205,1167,1697,949,3092,2191,2950,3333,870,3583,3078,2506,1261,1163,1974,467,3374,2629,2487,3174,993,2075,107,799,1912,616,1985,3052,2155	69	I131	3.503718376159668	0
7121,3995,8353,9745,8026,8729,3691,8206,7891,4459,4584,7804,4181,4466,5616,9771,6735,5957,4322,5740,6775,3866,6818	23	I25	4.465255975723267	0
5293	1	5293	4.9163596630096436	0
1263,2644	2	I184	4.883173704147339	0
8493,7511,9722,9943,9723,5695,8738,9242	8	I120	4.766475677490234	0
6818	1	6818	4.92209267616272	0
5300	1	5300	4.90053129196167	0
3122,2285,1335,837,1913	5	I172	4.840087175369263	0
4521	1	4521	4.915608167648315	0
