1	1
2	1
3	1
4	2
5	1
6	1
7	2
8	1
9	1
10	1
11	1
12	3
13	1
14	2
15	1
16	5
17	1
18	2
19	1
20	1
21	1
22	2
23	1
24	3
25	7
26	1
27	1
28	4
29	1
30	1
31	1
32	5
33	3
34	3
35	1
36	2
37	4
38	1
39	3
40	2
41	2
42	2
43	4
44	1
45	1
46	2
47	1
48	2
49	10
50	4
51	1
52	1
53	1
54	7
55	3
56	1
57	2
58	1
59	1
60	1
61	1
62	6
63	2
64	9
65	3
66	5
67	3
68	5
69	5
70	9
71	4
72	3
73	2
74	1
75	3
76	1
77	1
78	6
79	2
80	2
81	2
82	2
83	1
84	1
85	5
86	1
87	1
88	1
89	1
90	1
91	5
92	1
93	3
94	3
95	8
96	1
97	2
98	4
99	3
100	4
101	7
102	1
103	1
104	1
105	3
106	1
107	5
108	3
109	3
110	3
111	4
112	1
113	3
114	3
115	3
116	2
117	2
118	3
119	1
120	10
121	1
122	2
123	2
124	2
125	3
126	17
127	5
128	1
129	1
130	3
131	1
132	3
133	3
134	3
135	4
136	4
137	3
138	3
139	6
140	36
141	9
142	4
143	8
144	5
145	48
146	8
147	12
148	5
149	33
150	4
151	8
152	18
153	33
154	6
155	5
156	10
157	13
158	2
159	7
160	10
161	20
162	7
163	1
164	5
165	4
166	16
167	26
168	11
169	25
170	2
171	6
172	13
173	205
174	124
175	62
176	10
177	6
178	1
179	1
180	26
181	54
182	476
183	532
